SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-090000,Mahle Alternator,High quality Alternator for Ford Civic,OEM-419236,Mahle,Ford,Civic,2000,2004,4.68,13x17x24 cm,359.49,276.99
SKU-090001,Delphi Timing Belt,High quality Timing Belt for Hyundai A4,OEM-991718,Delphi,Hyundai,A4,2007,2013,3.35,37x27x28 cm,182.99,113.31
SKU-090002,Denso Clutch Kit,High quality Clutch Kit for Ford C-Class,OEM-524117,Denso,Ford,C-Class,2013,2016,4.94,23x20x19 cm,154.4,114.28
SKU-090003,SKF Timing Belt,High quality Timing Belt for Mercedes Civic,OEM-892974,SKF,Mercedes,Civic,2007,2010,14.93,27x46x30 cm,89.97,51.46
SKU-090004,Delphi Alternator,High quality Alternator for Kia Camry,OEM-180098,Delphi,Kia,Camry,2015,2016,2.01,35x18x25 cm,476.56,336.37
SKU-090005,Valeo Air Filter,High quality Air Filter for Mercedes Corolla,OEM-345297,Valeo,Mercedes,Corolla,2008,2010,6.53,16x10x5 cm,29.04,15.96
SKU-090006,Febi Air Filter,High quality Air Filter for Mercedes A4,OEM-584224,Febi,Mercedes,A4,2014,2019,11.12,26x16x12 cm,123.3,68.44
SKU-090007,Mahle Shock Absorber,High quality Shock Absorber for Hyundai Corolla,OEM-379180,Mahle,Hyundai,Corolla,2008,2010,3.02,44x20x6 cm,483.54,280.79
SKU-090008,Delphi Air Filter,High quality Air Filter for BMW Corolla,OEM-497630,Delphi,BMW,Corolla,2015,2018,6.95,36x15x11 cm,130.16,81.16
SKU-090009,Delphi Clutch Kit,High quality Clutch Kit for Audi Elantra,OEM-830417,Delphi,Audi,Elantra,2012,2014,12.5,39x47x11 cm,223.71,118.86
SKU-090010,Denso Clutch Kit,High quality Clutch Kit for Hyundai Camry,OEM-635212,Denso,Hyundai,Camry,2004,2008,7.86,24x14x6 cm,104.26,54.14
SKU-090011,Febi Spark Plug,High quality Spark Plug for Honda X5,OEM-152039,Febi,Honda,X5,2005,2007,6.86,10x40x8 cm,403.41,214.84
SKU-090012,Denso Alternator,High quality Alternator for Audi Elantra,OEM-870700,Denso,Audi,Elantra,2001,2005,7.23,11x31x5 cm,456.38,249.62
SKU-090013,NGK Fuel Pump,High quality Fuel Pump for Mercedes Elantra,OEM-303540,NGK,Mercedes,Elantra,2004,2009,10.54,50x43x5 cm,316.94,222.22
SKU-090014,Bosch Shock Absorber,High quality Shock Absorber for Ford Focus,OEM-670732,Bosch,Ford,Focus,2000,2002,7.51,23x50x9 cm,44.97,32.36
SKU-090015,Delphi Brake Pad,High quality Brake Pad for BMW A4,OEM-909239,Delphi,BMW,A4,2007,2008,10.44,49x49x21 cm,40.2,30.56
SKU-090016,Febi Timing Belt,High quality Timing Belt for Toyota X5,OEM-827621,Febi,Toyota,X5,2018,2021,4.34,20x28x29 cm,429.77,237.85
SKU-090017,Mahle Brake Pad,High quality Brake Pad for Mercedes Civic,OEM-344041,Mahle,Mercedes,Civic,2015,2020,6.85,35x12x22 cm,163.4,102.25
SKU-090018,Mahle Alternator,High quality Alternator for Mercedes Camry,OEM-618604,Mahle,Mercedes,Camry,2000,2005,6.87,11x43x12 cm,161.72,99.84
SKU-090019,SKF Air Filter,High quality Air Filter for Kia Elantra,OEM-554134,SKF,Kia,Elantra,2007,2009,2.47,33x37x16 cm,199.12,154.13
SKU-090020,Denso Oil Filter,High quality Oil Filter for Ford Focus,OEM-522072,Denso,Ford,Focus,2014,2021,10.12,23x18x18 cm,449.46,335.11
SKU-090021,Mahle Brake Pad,High quality Brake Pad for BMW Civic,OEM-831463,Mahle,BMW,Civic,2000,2001,14.04,34x33x10 cm,317.1,237.3
SKU-090022,SKF Oil Filter,High quality Oil Filter for Ford A4,OEM-716173,SKF,Ford,A4,2001,2007,7.79,41x22x24 cm,274.04,144.51
SKU-090023,Delphi Fuel Pump,High quality Fuel Pump for Hyundai Civic,OEM-252208,Delphi,Hyundai,Civic,2017,2019,7.63,25x43x8 cm,474.47,333.43
SKU-090024,Denso Oil Filter,High quality Oil Filter for Honda A4,OEM-778346,Denso,Honda,A4,2018,2025,4.35,16x17x12 cm,422.89,316.39
SKU-090025,Denso Timing Belt,High quality Timing Belt for Ford Camry,OEM-270893,Denso,Ford,Camry,2004,2008,4.61,32x23x28 cm,207.56,157.54
SKU-090026,Denso Timing Belt,High quality Timing Belt for Audi Corolla,OEM-665154,Denso,Audi,Corolla,2001,2006,4.54,39x14x15 cm,77.44,53.9
SKU-090027,NGK Brake Pad,High quality Brake Pad for Toyota Camry,OEM-352723,NGK,Toyota,Camry,2008,2009,7.15,45x39x29 cm,328.17,196.31
SKU-090028,NGK Spark Plug,High quality Spark Plug for Hyundai A4,OEM-108267,NGK,Hyundai,A4,2013,2015,9.63,46x16x27 cm,290.43,180.04
SKU-090029,Febi Clutch Kit,High quality Clutch Kit for Toyota Sportage,OEM-774190,Febi,Toyota,Sportage,2018,2021,8.23,16x10x18 cm,192.39,146.92
SKU-090030,Delphi Timing Belt,High quality Timing Belt for Audi Sportage,OEM-758780,Delphi,Audi,Sportage,2012,2019,8.71,11x34x25 cm,371.11,244.6
SKU-090031,Valeo Spark Plug,High quality Spark Plug for Hyundai Sportage,OEM-352044,Valeo,Hyundai,Sportage,2009,2014,7.81,39x36x11 cm,152.23,110.87
SKU-090032,NGK Shock Absorber,High quality Shock Absorber for Hyundai Focus,OEM-659508,NGK,Hyundai,Focus,2012,2018,2.62,24x37x12 cm,123.14,91.38
SKU-090033,Mahle Alternator,High quality Alternator for Hyundai Elantra,OEM-980250,Mahle,Hyundai,Elantra,2012,2013,2.03,37x38x19 cm,286.85,223.49
SKU-090034,NGK Oil Filter,High quality Oil Filter for Ford Camry,OEM-247208,NGK,Ford,Camry,2010,2016,0.42,25x26x27 cm,389.66,291.72
SKU-090035,Denso Spark Plug,High quality Spark Plug for BMW C-Class,OEM-129277,Denso,BMW,C-Class,2000,2006,14.54,47x31x14 cm,464.22,313.25
SKU-090036,SKF Shock Absorber,High quality Shock Absorber for Mercedes Sportage,OEM-435876,SKF,Mercedes,Sportage,2006,2008,7.89,47x50x16 cm,124.11,95.82
SKU-090037,Febi Shock Absorber,High quality Shock Absorber for Toyota Civic,OEM-709498,Febi,Toyota,Civic,2006,2008,2.9,44x37x27 cm,102.05,58.82
SKU-090038,Delphi Timing Belt,High quality Timing Belt for Kia C-Class,OEM-878426,Delphi,Kia,C-Class,2012,2016,14.66,40x18x21 cm,25.55,16.66
SKU-090039,Bosch Spark Plug,High quality Spark Plug for Ford Civic,OEM-312099,Bosch,Ford,Civic,2004,2009,4.47,33x20x9 cm,283.57,168.72
SKU-090040,Mahle Air Filter,High quality Air Filter for Hyundai X5,OEM-884713,Mahle,Hyundai,X5,2003,2009,4.52,13x23x28 cm,399.64,287.89
SKU-090041,Denso Shock Absorber,High quality Shock Absorber for Audi C-Class,OEM-413147,Denso,Audi,C-Class,2016,2018,14.36,13x19x30 cm,180.53,129.31
SKU-090042,Denso Shock Absorber,High quality Shock Absorber for Kia Sportage,OEM-559853,Denso,Kia,Sportage,2008,2015,7.26,29x17x15 cm,330.52,173.95
SKU-090043,Bosch Fuel Pump,High quality Fuel Pump for Mercedes Elantra,OEM-274074,Bosch,Mercedes,Elantra,2013,2019,14.64,44x16x22 cm,59.09,37.8
SKU-090044,SKF Oil Filter,High quality Oil Filter for Ford Corolla,OEM-708827,SKF,Ford,Corolla,2014,2020,6.33,45x33x7 cm,498.12,379.7
SKU-090045,Denso Shock Absorber,High quality Shock Absorber for BMW Focus,OEM-560172,Denso,BMW,Focus,2008,2011,14.86,46x14x28 cm,15.42,8.71
SKU-090046,Febi Brake Pad,High quality Brake Pad for Audi C-Class,OEM-133992,Febi,Audi,C-Class,2003,2007,4.95,34x27x7 cm,277.03,152.65
