SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-030000,Bosch Oil Filter,High quality Oil Filter for Hyundai Focus,OEM-128298,Bosch,Hyundai,Focus,2012,2019,0.11,25x12x8 cm,305.74,184.3
SKU-030001,Mahle Alternator,High quality Alternator for Audi Elantra,OEM-944140,Mahle,Audi,Elantra,2005,2006,4.96,14x40x6 cm,421.24,259.75
SKU-030002,Mahle Alternator,High quality Alternator for Toyota Camry,OEM-701327,Mahle,Toyota,Camry,2004,2005,4.54,46x22x14 cm,40.19,32.03
SKU-030003,Mahle Shock Absorber,High quality Shock Absorber for Toyota Elantra,OEM-855173,Mahle,Toyota,Elantra,2013,2019,1.85,13x43x28 cm,83.3,53.74
SKU-030004,NGK Oil Filter,High quality Oil Filter for Hyundai Elantra,OEM-430363,NGK,Hyundai,Elantra,2000,2002,0.75,31x26x18 cm,446.53,282.86
SKU-030005,SKF Shock Absorber,High quality Shock Absorber for Hyundai A4,OEM-891765,SKF,Hyundai,A4,2007,2014,11.89,11x15x7 cm,219.33,171.58
SKU-030006,Mahle Oil Filter,High quality Oil Filter for Toyota A4,OEM-250501,Mahle,Toyota,A4,2016,2023,9.09,39x29x11 cm,67.31,44.89
SKU-030007,Mahle Air Filter,High quality Air Filter for BMW Corolla,OEM-298500,Mahle,BMW,Corolla,2018,2024,1.76,18x42x27 cm,354.53,223.8
SKU-030008,Mahle Radiator,High quality Radiator for Toyota C-Class,OEM-855535,Mahle,Toyota,C-Class,2016,2020,1.7,31x50x9 cm,49.96,32.5
SKU-030009,NGK Brake Pad,High quality Brake Pad for Mercedes A4,OEM-431248,NGK,Mercedes,A4,2016,2021,9.03,23x18x16 cm,251.13,194.98
SKU-030010,SKF Clutch Kit,High quality Clutch Kit for Honda Focus,OEM-606673,SKF,Honda,Focus,2010,2012,5.0,36x46x15 cm,319.2,178.57
SKU-030011,SKF Radiator,High quality Radiator for Ford C-Class,OEM-913311,SKF,Ford,C-Class,2001,2007,0.76,38x33x8 cm,473.63,348.64
SKU-030012,Delphi Air Filter,High quality Air Filter for Honda C-Class,OEM-499090,Delphi,Honda,C-Class,2015,2019,12.79,18x25x29 cm,346.2,259.87
SKU-030013,NGK Timing Belt,High quality Timing Belt for Hyundai Focus,OEM-672267,NGK,Hyundai,Focus,2012,2017,3.62,10x18x9 cm,442.92,311.49
SKU-030014,Bosch Radiator,High quality Radiator for Honda Focus,OEM-166096,Bosch,Honda,Focus,2000,2003,0.35,30x15x24 cm,280.81,213.27
SKU-030015,SKF Timing Belt,High quality Timing Belt for Hyundai Civic,OEM-887914,SKF,Hyundai,Civic,2001,2006,9.96,27x11x11 cm,363.23,193.44
SKU-030016,NGK Oil Filter,High quality Oil Filter for Hyundai Focus,OEM-756248,NGK,Hyundai,Focus,2015,2019,11.66,38x39x22 cm,328.23,214.68
SKU-030017,Mahle Air Filter,High quality Air Filter for Mercedes Corolla,OEM-134331,Mahle,Mercedes,Corolla,2016,2019,14.4,36x21x24 cm,107.89,66.64
SKU-030018,NGK Shock Absorber,High quality Shock Absorber for BMW A4,OEM-463038,NGK,BMW,A4,2015,2018,12.02,41x48x27 cm,400.47,294.41
