SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-054000,Febi Fuel Pump,High quality Fuel Pump for Audi Civic,OEM-994767,Febi,Audi,Civic,2009,2014,2.71,19x25x9 cm,299.56,199.4
SKU-054001,NGK Shock Absorber,High quality Shock Absorber for Toyota Civic,OEM-167960,NGK,Toyota,Civic,2018,2025,2.9,43x12x8 cm,284.91,185.45
SKU-054002,Delphi Radiator,High quality Radiator for Mercedes Camry,OEM-850304,Delphi,Mercedes,Camry,2001,2004,0.34,24x37x13 cm,110.87,68.63
SKU-054003,Mahle Air Filter,High quality Air Filter for BMW Elantra,OEM-460851,Mahle,BMW,Elantra,2012,2017,7.09,46x45x14 cm,367.02,272.18
SKU-054004,Denso Fuel Pump,High quality Fuel Pump for Hyundai X5,OEM-498036,Denso,Hyundai,X5,2003,2004,0.28,29x13x26 cm,431.7,233.62
SKU-054005,Bosch Shock Absorber,High quality Shock Absorber for Honda Sportage,OEM-294110,Bosch,Honda,Sportage,2012,2017,4.65,16x11x7 cm,409.35,314.78
SKU-054006,Mahle Clutch Kit,High quality Clutch Kit for Audi Camry,OEM-920773,Mahle,Audi,Camry,2004,2007,13.38,16x35x8 cm,378.66,220.47
SKU-054007,Valeo Air Filter,High quality Air Filter for Mercedes Civic,OEM-400453,Valeo,Mercedes,Civic,2007,2014,6.0,29x32x23 cm,189.71,95.88
SKU-054008,Valeo Air Filter,High quality Air Filter for Audi Elantra,OEM-509214,Valeo,Audi,Elantra,2014,2017,6.16,15x40x5 cm,179.38,116.03
SKU-054009,SKF Alternator,High quality Alternator for Mercedes Camry,OEM-143973,SKF,Mercedes,Camry,2002,2006,0.26,50x14x11 cm,329.08,166.16
SKU-054010,Valeo Brake Pad,High quality Brake Pad for BMW Focus,OEM-501189,Valeo,BMW,Focus,2007,2010,9.45,28x15x5 cm,295.12,191.03
SKU-054011,NGK Alternator,High quality Alternator for Honda Corolla,OEM-506512,NGK,Honda,Corolla,2010,2012,12.5,40x16x14 cm,477.24,371.64
SKU-054012,NGK Alternator,High quality Alternator for Toyota Camry,OEM-641044,NGK,Toyota,Camry,2008,2015,8.51,32x41x23 cm,221.74,164.5
SKU-054013,Valeo Clutch Kit,High quality Clutch Kit for BMW Corolla,OEM-505205,Valeo,BMW,Corolla,2013,2018,3.8,21x25x25 cm,92.48,58.65
SKU-054014,Valeo Timing Belt,High quality Timing Belt for BMW Civic,OEM-294463,Valeo,BMW,Civic,2013,2017,5.12,10x28x14 cm,24.09,16.39
SKU-054015,SKF Timing Belt,High quality Timing Belt for Toyota Sportage,OEM-427562,SKF,Toyota,Sportage,2004,2011,8.73,23x35x16 cm,300.22,206.49
SKU-054016,NGK Brake Pad,High quality Brake Pad for Ford Sportage,OEM-176103,NGK,Ford,Sportage,2003,2005,13.03,41x33x8 cm,78.86,47.96
SKU-054017,NGK Spark Plug,High quality Spark Plug for Mercedes Civic,OEM-253257,NGK,Mercedes,Civic,2008,2009,1.62,36x38x18 cm,229.48,141.79
SKU-054018,Febi Radiator,High quality Radiator for Audi Sportage,OEM-361972,Febi,Audi,Sportage,2003,2009,9.31,50x39x17 cm,164.44,120.34
