SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-040000,SKF Brake Pad,High quality Brake Pad for Honda Sportage,OEM-582896,SKF,Honda,Sportage,2010,2014,9.39,25x33x5 cm,477.72,294.28
SKU-040001,Febi Clutch Kit,High quality Clutch Kit for BMW Corolla,OEM-803287,Febi,BMW,Corolla,2004,2009,10.8,34x10x26 cm,26.43,19.9
SKU-040002,Valeo Alternator,High quality Alternator for Ford Elantra,OEM-950159,Valeo,Ford,Elantra,2010,2014,5.64,49x35x24 cm,425.94,260.83
SKU-040003,Mahle Brake Pad,High quality Brake Pad for Hyundai Civic,OEM-115013,Mahle,Hyundai,Civic,2007,2012,8.88,28x12x22 cm,368.88,228.78
SKU-040004,Febi Timing Belt,High quality Timing Belt for Hyundai A4,OEM-213674,Febi,Hyundai,A4,2007,2009,9.1,37x41x5 cm,135.57,88.46
SKU-040005,Febi Air Filter,High quality Air Filter for Toyota A4,OEM-561156,Febi,Toyota,A4,2018,2021,7.03,24x10x13 cm,113.8,80.8
SKU-040006,Valeo Alternator,High quality Alternator for Ford Civic,OEM-876551,Valeo,Ford,Civic,2013,2018,13.72,36x31x28 cm,483.1,272.34
SKU-040007,Delphi Radiator,High quality Radiator for Toyota Focus,OEM-922727,Delphi,Toyota,Focus,2001,2004,2.79,20x41x26 cm,16.77,11.25
SKU-040008,Bosch Shock Absorber,High quality Shock Absorber for Honda Camry,OEM-601858,Bosch,Honda,Camry,2017,2019,14.69,40x34x15 cm,430.24,277.85
SKU-040009,NGK Oil Filter,High quality Oil Filter for Honda X5,OEM-311880,NGK,Honda,X5,2012,2014,6.28,42x46x18 cm,348.51,264.28
SKU-040010,Febi Clutch Kit,High quality Clutch Kit for Kia Sportage,OEM-182343,Febi,Kia,Sportage,2016,2018,5.13,13x44x13 cm,264.59,140.87
SKU-040011,SKF Radiator,High quality Radiator for Mercedes Camry,OEM-608328,SKF,Mercedes,Camry,2005,2010,8.96,23x11x11 cm,297.67,161.02
SKU-040012,NGK Shock Absorber,High quality Shock Absorber for Mercedes Focus,OEM-810920,NGK,Mercedes,Focus,2015,2022,12.92,30x44x18 cm,203.72,155.48
SKU-040013,SKF Spark Plug,High quality Spark Plug for Ford Elantra,OEM-348070,SKF,Ford,Elantra,2006,2007,4.37,29x16x18 cm,334.28,235.89
SKU-040014,SKF Radiator,High quality Radiator for Mercedes Camry,OEM-264341,SKF,Mercedes,Camry,2010,2013,9.46,19x19x25 cm,388.0,278.76
SKU-040015,NGK Shock Absorber,High quality Shock Absorber for Honda A4,OEM-662197,NGK,Honda,A4,2014,2016,8.42,30x49x5 cm,200.89,153.27
SKU-040016,Febi Fuel Pump,High quality Fuel Pump for Toyota Elantra,OEM-956940,Febi,Toyota,Elantra,2010,2011,5.88,31x48x24 cm,223.61,121.26
SKU-040017,Denso Fuel Pump,High quality Fuel Pump for Kia C-Class,OEM-686911,Denso,Kia,C-Class,2012,2018,11.93,42x27x8 cm,389.04,236.68
SKU-040018,SKF Air Filter,High quality Air Filter for Ford Sportage,OEM-180123,SKF,Ford,Sportage,2012,2019,5.86,33x33x21 cm,217.07,134.83
SKU-040019,Bosch Clutch Kit,High quality Clutch Kit for Audi A4,OEM-553377,Bosch,Audi,A4,2007,2012,0.16,35x34x28 cm,433.89,290.89
SKU-040020,Delphi Air Filter,High quality Air Filter for Audi Focus,OEM-112124,Delphi,Audi,Focus,2004,2005,1.86,19x12x23 cm,64.34,42.18
SKU-040021,Bosch Shock Absorber,High quality Shock Absorber for Audi Camry,OEM-616406,Bosch,Audi,Camry,2011,2016,11.23,16x48x27 cm,437.42,286.84
SKU-040022,NGK Brake Pad,High quality Brake Pad for Kia Camry,OEM-536752,NGK,Kia,Camry,2016,2018,10.43,12x40x20 cm,26.21,14.65
SKU-040023,Mahle Alternator,High quality Alternator for BMW C-Class,OEM-334838,Mahle,BMW,C-Class,2006,2012,1.95,33x37x26 cm,160.03,97.68
SKU-040024,Denso Spark Plug,High quality Spark Plug for BMW Sportage,OEM-488343,Denso,BMW,Sportage,2000,2006,7.15,48x10x16 cm,293.21,167.33
SKU-040025,Delphi Clutch Kit,High quality Clutch Kit for Honda X5,OEM-508174,Delphi,Honda,X5,2008,2009,13.18,23x40x7 cm,21.78,13.7
SKU-040026,NGK Alternator,High quality Alternator for Hyundai A4,OEM-158897,NGK,Hyundai,A4,2005,2009,7.11,18x37x5 cm,317.05,168.8
SKU-040027,SKF Alternator,High quality Alternator for Mercedes Corolla,OEM-419420,SKF,Mercedes,Corolla,2013,2020,12.43,50x31x29 cm,392.75,248.01
SKU-040028,Mahle Oil Filter,High quality Oil Filter for Audi Camry,OEM-521776,Mahle,Audi,Camry,2014,2017,10.35,43x43x25 cm,379.01,267.2
SKU-040029,Febi Radiator,High quality Radiator for Hyundai C-Class,OEM-922442,Febi,Hyundai,C-Class,2004,2008,6.54,45x19x7 cm,190.49,106.68
SKU-040030,Valeo Alternator,High quality Alternator for Toyota Elantra,OEM-117344,Valeo,Toyota,Elantra,2003,2009,14.49,38x27x18 cm,376.78,237.37
SKU-040031,Delphi Oil Filter,High quality Oil Filter for BMW X5,OEM-676865,Delphi,BMW,X5,2011,2013,2.88,20x35x20 cm,326.62,184.68
SKU-040032,Valeo Shock Absorber,High quality Shock Absorber for Toyota Civic,OEM-762329,Valeo,Toyota,Civic,2018,2021,7.75,40x43x29 cm,14.94,10.6
