SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-086000,Delphi Air Filter,High quality Air Filter for Toyota Focus,OEM-853639,Delphi,Toyota,Focus,2011,2016,2.24,42x46x23 cm,443.24,328.68
SKU-086001,Mahle Clutch Kit,High quality Clutch Kit for Honda Sportage,OEM-944945,Mahle,Honda,Sportage,2005,2009,2.53,48x24x25 cm,451.07,248.08
SKU-086002,Delphi Brake Pad,High quality Brake Pad for Hyundai C-Class,OEM-664552,Delphi,Hyundai,C-Class,2000,2006,7.78,31x49x20 cm,107.46,70.12
SKU-086003,Mahle Shock Absorber,High quality Shock Absorber for Mercedes A4,OEM-545110,Mahle,Mercedes,A4,2004,2010,9.52,47x48x25 cm,16.25,12.27
SKU-086004,SKF Radiator,High quality Radiator for Ford X5,OEM-289981,SKF,Ford,X5,2008,2012,1.22,48x49x12 cm,159.04,106.63
SKU-086005,Valeo Fuel Pump,High quality Fuel Pump for Mercedes Civic,OEM-323386,Valeo,Mercedes,Civic,2005,2008,13.89,40x24x20 cm,433.91,282.82
SKU-086006,Mahle Radiator,High quality Radiator for Kia Sportage,OEM-532383,Mahle,Kia,Sportage,2001,2005,4.67,31x15x19 cm,227.58,117.02
SKU-086007,Delphi Air Filter,High quality Air Filter for Mercedes Corolla,OEM-525054,Delphi,Mercedes,Corolla,2005,2006,7.55,13x46x19 cm,259.72,163.77
SKU-086008,Valeo Clutch Kit,High quality Clutch Kit for Kia Corolla,OEM-224864,Valeo,Kia,Corolla,2000,2003,1.88,20x11x24 cm,278.86,203.64
SKU-086009,Denso Timing Belt,High quality Timing Belt for Kia Sportage,OEM-820191,Denso,Kia,Sportage,2004,2006,6.28,17x45x30 cm,93.64,73.73
SKU-086010,Valeo Air Filter,High quality Air Filter for Toyota Sportage,OEM-718926,Valeo,Toyota,Sportage,2001,2006,1.47,50x20x17 cm,487.68,317.85
SKU-086011,Mahle Air Filter,High quality Air Filter for Kia Focus,OEM-213237,Mahle,Kia,Focus,2003,2008,7.34,21x12x13 cm,395.42,216.73
SKU-086012,Valeo Brake Pad,High quality Brake Pad for BMW X5,OEM-958626,Valeo,BMW,X5,2016,2018,6.0,34x21x23 cm,98.91,64.3
SKU-086013,Bosch Fuel Pump,High quality Fuel Pump for Toyota Elantra,OEM-743828,Bosch,Toyota,Elantra,2012,2018,14.03,35x42x29 cm,139.08,79.91
SKU-086014,SKF Alternator,High quality Alternator for Toyota Elantra,OEM-266474,SKF,Toyota,Elantra,2005,2012,13.57,12x16x20 cm,462.31,310.2
SKU-086015,Mahle Brake Pad,High quality Brake Pad for Hyundai A4,OEM-402911,Mahle,Hyundai,A4,2005,2006,12.57,12x47x8 cm,109.53,85.27
SKU-086016,Delphi Spark Plug,High quality Spark Plug for Mercedes X5,OEM-492642,Delphi,Mercedes,X5,2016,2023,4.71,16x16x30 cm,434.18,329.01
SKU-086017,Febi Clutch Kit,High quality Clutch Kit for Mercedes X5,OEM-741184,Febi,Mercedes,X5,2005,2008,0.11,26x29x8 cm,295.33,159.11
SKU-086018,Delphi Shock Absorber,High quality Shock Absorber for Toyota Sportage,OEM-623133,Delphi,Toyota,Sportage,2005,2009,13.04,48x22x27 cm,324.29,179.29
SKU-086019,Valeo Oil Filter,High quality Oil Filter for Kia X5,OEM-396022,Valeo,Kia,X5,2004,2009,6.22,31x46x28 cm,265.49,169.69
SKU-086020,Bosch Clutch Kit,High quality Clutch Kit for BMW Civic,OEM-230296,Bosch,BMW,Civic,2016,2018,6.72,16x33x8 cm,406.76,304.1
SKU-086021,Febi Spark Plug,High quality Spark Plug for Ford Sportage,OEM-715751,Febi,Ford,Sportage,2012,2013,12.3,30x50x23 cm,409.2,290.11
SKU-086022,NGK Shock Absorber,High quality Shock Absorber for Kia Sportage,OEM-512730,NGK,Kia,Sportage,2015,2016,10.54,20x13x15 cm,399.73,246.79
SKU-086023,Valeo Air Filter,High quality Air Filter for Mercedes X5,OEM-371499,Valeo,Mercedes,X5,2009,2016,2.72,35x20x13 cm,397.37,297.79
SKU-086024,Bosch Alternator,High quality Alternator for BMW Camry,OEM-766477,Bosch,BMW,Camry,2016,2017,1.26,43x10x22 cm,111.24,58.82
SKU-086025,SKF Oil Filter,High quality Oil Filter for Mercedes Sportage,OEM-647127,SKF,Mercedes,Sportage,2005,2009,2.89,33x44x27 cm,260.65,173.44
SKU-086026,Valeo Spark Plug,High quality Spark Plug for BMW Focus,OEM-923135,Valeo,BMW,Focus,2013,2018,6.56,10x41x27 cm,290.36,179.99
SKU-086027,Febi Timing Belt,High quality Timing Belt for Hyundai Civic,OEM-702223,Febi,Hyundai,Civic,2001,2005,6.5,25x49x13 cm,290.11,222.35
SKU-086028,Valeo Clutch Kit,High quality Clutch Kit for Hyundai Corolla,OEM-408637,Valeo,Hyundai,Corolla,2000,2002,14.87,47x38x21 cm,146.65,89.87
SKU-086029,SKF Clutch Kit,High quality Clutch Kit for Audi C-Class,OEM-755255,SKF,Audi,C-Class,2017,2024,9.17,46x12x19 cm,74.77,49.73
SKU-086030,Denso Radiator,High quality Radiator for Kia Civic,OEM-954311,Denso,Kia,Civic,2000,2004,14.07,50x47x16 cm,302.89,223.53
SKU-086031,NGK Clutch Kit,High quality Clutch Kit for BMW Camry,OEM-978394,NGK,BMW,Camry,2005,2010,7.15,49x10x17 cm,211.41,145.48
SKU-086032,Denso Shock Absorber,High quality Shock Absorber for Kia X5,OEM-555703,Denso,Kia,X5,2014,2015,7.31,32x43x20 cm,340.15,229.05
SKU-086033,NGK Oil Filter,High quality Oil Filter for Honda A4,OEM-369576,NGK,Honda,A4,2016,2017,4.03,26x37x26 cm,436.88,256.89
SKU-086034,Denso Shock Absorber,High quality Shock Absorber for Honda Corolla,OEM-919996,Denso,Honda,Corolla,2000,2007,9.71,50x49x19 cm,389.51,241.3
SKU-086035,Mahle Spark Plug,High quality Spark Plug for Honda C-Class,OEM-923079,Mahle,Honda,C-Class,2002,2009,14.89,15x28x25 cm,17.08,10.5
SKU-086036,NGK Oil Filter,High quality Oil Filter for Toyota X5,OEM-220990,NGK,Toyota,X5,2013,2018,14.75,12x14x18 cm,451.7,264.2
SKU-086037,Bosch Timing Belt,High quality Timing Belt for Hyundai Civic,OEM-772159,Bosch,Hyundai,Civic,2018,2023,5.42,37x45x13 cm,216.69,158.78
SKU-086038,Febi Radiator,High quality Radiator for Audi Civic,OEM-178758,Febi,Audi,Civic,2009,2013,12.36,44x13x8 cm,96.17,66.26
SKU-086039,Mahle Fuel Pump,High quality Fuel Pump for Audi C-Class,OEM-585784,Mahle,Audi,C-Class,2002,2005,11.4,32x29x20 cm,11.24,6.86
SKU-086040,SKF Alternator,High quality Alternator for Mercedes Focus,OEM-423818,SKF,Mercedes,Focus,2003,2007,12.72,27x27x24 cm,496.6,311.21
SKU-086041,Valeo Timing Belt,High quality Timing Belt for BMW Civic,OEM-164826,Valeo,BMW,Civic,2001,2005,11.71,49x18x25 cm,65.07,47.49
SKU-086042,Febi Clutch Kit,High quality Clutch Kit for Honda Camry,OEM-252662,Febi,Honda,Camry,2004,2011,5.18,24x26x14 cm,242.67,129.78
SKU-086043,Denso Spark Plug,High quality Spark Plug for BMW A4,OEM-115229,Denso,BMW,A4,2004,2011,1.86,32x29x15 cm,368.04,204.15
SKU-086044,SKF Radiator,High quality Radiator for Toyota X5,OEM-910438,SKF,Toyota,X5,2002,2006,11.15,29x20x30 cm,92.02,58.24
SKU-086045,Bosch Brake Pad,High quality Brake Pad for Honda C-Class,OEM-546035,Bosch,Honda,C-Class,2000,2005,2.49,42x25x28 cm,26.0,19.46
SKU-086046,SKF Fuel Pump,High quality Fuel Pump for Honda Civic,OEM-663564,SKF,Honda,Civic,2002,2003,4.7,44x40x7 cm,428.8,261.0
SKU-086047,Denso Shock Absorber,High quality Shock Absorber for Toyota Sportage,OEM-991129,Denso,Toyota,Sportage,2018,2024,5.15,10x36x8 cm,136.37,83.84
SKU-086048,Febi Clutch Kit,High quality Clutch Kit for Audi Elantra,OEM-803694,Febi,Audi,Elantra,2006,2011,6.73,15x27x28 cm,316.45,238.63
SKU-086049,Bosch Oil Filter,High quality Oil Filter for Hyundai X5,OEM-748886,Bosch,Hyundai,X5,2008,2012,14.85,30x30x15 cm,313.69,199.44
SKU-086050,Bosch Brake Pad,High quality Brake Pad for Honda Corolla,OEM-569884,Bosch,Honda,Corolla,2000,2003,3.72,36x30x20 cm,225.47,156.61
SKU-086051,Denso Clutch Kit,High quality Clutch Kit for Toyota C-Class,OEM-967897,Denso,Toyota,C-Class,2015,2018,0.55,41x13x17 cm,343.12,274.3
SKU-086052,Mahle Clutch Kit,High quality Clutch Kit for BMW Focus,OEM-392922,Mahle,BMW,Focus,2011,2013,12.01,16x25x9 cm,274.52,169.66
SKU-086053,Denso Alternator,High quality Alternator for Kia Sportage,OEM-562778,Denso,Kia,Sportage,2007,2013,2.74,37x20x28 cm,26.08,13.75
SKU-086054,NGK Clutch Kit,High quality Clutch Kit for Honda Elantra,OEM-330127,NGK,Honda,Elantra,2009,2014,3.69,24x34x13 cm,103.35,75.26
SKU-086055,Denso Clutch Kit,High quality Clutch Kit for Ford Camry,OEM-594366,Denso,Ford,Camry,2018,2019,0.91,36x30x12 cm,308.05,225.25
SKU-086056,Febi Spark Plug,High quality Spark Plug for Toyota Civic,OEM-254140,Febi,Toyota,Civic,2000,2002,1.54,38x35x13 cm,250.85,158.58
SKU-086057,Febi Timing Belt,High quality Timing Belt for Audi C-Class,OEM-775380,Febi,Audi,C-Class,2016,2023,14.81,14x40x7 cm,314.79,177.82
SKU-086058,NGK Brake Pad,High quality Brake Pad for Mercedes C-Class,OEM-288052,NGK,Mercedes,C-Class,2005,2010,0.18,37x33x7 cm,214.01,129.29
SKU-086059,NGK Timing Belt,High quality Timing Belt for Hyundai C-Class,OEM-822617,NGK,Hyundai,C-Class,2006,2010,10.86,16x32x12 cm,270.06,194.49
