SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-024000,Denso Shock Absorber,High quality Shock Absorber for Hyundai Sportage,OEM-917134,Denso,Hyundai,Sportage,2009,2012,10.24,45x44x9 cm,29.35,15.26
SKU-024001,Valeo Timing Belt,High quality Timing Belt for Toyota X5,OEM-606450,Valeo,Toyota,X5,2015,2020,11.31,27x10x26 cm,108.68,69.12
SKU-024002,SKF Clutch Kit,High quality Clutch Kit for Honda X5,OEM-674710,SKF,Honda,X5,2005,2010,3.59,46x17x6 cm,166.48,132.51
SKU-024003,NGK Air Filter,High quality Air Filter for Ford Focus,OEM-854861,NGK,Ford,Focus,2018,2023,13.81,32x50x10 cm,269.15,171.87
SKU-024004,Denso Fuel Pump,High quality Fuel Pump for Honda A4,OEM-753221,Denso,Honda,A4,2003,2010,7.41,32x18x25 cm,49.39,35.99
SKU-024005,Valeo Shock Absorber,High quality Shock Absorber for BMW Sportage,OEM-833475,Valeo,BMW,Sportage,2016,2020,14.48,24x11x7 cm,387.14,282.04
SKU-024006,Febi Radiator,High quality Radiator for Mercedes C-Class,OEM-333214,Febi,Mercedes,C-Class,2010,2012,1.36,39x28x15 cm,321.15,195.03
SKU-024007,Delphi Air Filter,High quality Air Filter for Ford Civic,OEM-121988,Delphi,Ford,Civic,2012,2017,4.18,16x28x8 cm,353.84,239.49
SKU-024008,SKF Oil Filter,High quality Oil Filter for BMW C-Class,OEM-465958,SKF,BMW,C-Class,2006,2010,14.61,16x29x20 cm,143.67,108.51
SKU-024009,Febi Alternator,High quality Alternator for Audi Focus,OEM-843647,Febi,Audi,Focus,2001,2005,6.35,24x29x24 cm,453.38,356.79
SKU-024010,Delphi Oil Filter,High quality Oil Filter for BMW Sportage,OEM-487913,Delphi,BMW,Sportage,2002,2004,1.03,15x35x14 cm,277.09,166.34
SKU-024011,Valeo Fuel Pump,High quality Fuel Pump for Mercedes Elantra,OEM-528415,Valeo,Mercedes,Elantra,2016,2023,12.9,46x34x21 cm,78.66,50.66
SKU-024012,SKF Fuel Pump,High quality Fuel Pump for Hyundai X5,OEM-256550,SKF,Hyundai,X5,2003,2009,8.16,47x39x8 cm,60.25,36.87
SKU-024013,SKF Spark Plug,High quality Spark Plug for Toyota Camry,OEM-331865,SKF,Toyota,Camry,2011,2013,7.42,14x30x15 cm,437.75,273.3
SKU-024014,Valeo Alternator,High quality Alternator for Audi Corolla,OEM-755922,Valeo,Audi,Corolla,2011,2014,4.62,17x15x27 cm,213.82,165.96
SKU-024015,NGK Clutch Kit,High quality Clutch Kit for BMW C-Class,OEM-595996,NGK,BMW,C-Class,2001,2006,0.82,46x43x8 cm,180.41,97.04
SKU-024016,Mahle Radiator,High quality Radiator for Hyundai Corolla,OEM-913251,Mahle,Hyundai,Corolla,2002,2006,13.15,34x42x29 cm,248.14,148.82
SKU-024017,Delphi Oil Filter,High quality Oil Filter for Audi X5,OEM-129519,Delphi,Audi,X5,2014,2016,12.7,19x13x8 cm,27.4,20.72
SKU-024018,Febi Brake Pad,High quality Brake Pad for Ford Civic,OEM-530123,Febi,Ford,Civic,2009,2010,0.81,23x36x6 cm,220.81,157.47
SKU-024019,Valeo Timing Belt,High quality Timing Belt for Mercedes Elantra,OEM-774155,Valeo,Mercedes,Elantra,2006,2009,13.49,29x43x29 cm,268.95,214.43
SKU-024020,Denso Oil Filter,High quality Oil Filter for Kia A4,OEM-546188,Denso,Kia,A4,2011,2017,8.65,21x31x29 cm,134.45,72.2
SKU-024021,Bosch Fuel Pump,High quality Fuel Pump for Honda C-Class,OEM-750287,Bosch,Honda,C-Class,2006,2011,1.7,48x49x6 cm,395.86,277.47
SKU-024022,Denso Shock Absorber,High quality Shock Absorber for Hyundai Sportage,OEM-544859,Denso,Hyundai,Sportage,2011,2017,11.92,41x41x17 cm,49.78,30.8
SKU-024023,Mahle Brake Pad,High quality Brake Pad for Kia C-Class,OEM-269109,Mahle,Kia,C-Class,2011,2016,4.67,36x25x26 cm,494.78,381.87
SKU-024024,Bosch Timing Belt,High quality Timing Belt for Honda Focus,OEM-210957,Bosch,Honda,Focus,2007,2008,4.17,13x12x21 cm,204.34,141.44
SKU-024025,SKF Radiator,High quality Radiator for Audi Corolla,OEM-928957,SKF,Audi,Corolla,2004,2009,0.81,14x13x14 cm,241.32,182.6
SKU-024026,Valeo Air Filter,High quality Air Filter for Toyota Elantra,OEM-381812,Valeo,Toyota,Elantra,2015,2018,13.36,13x12x15 cm,215.63,108.5
SKU-024027,Febi Fuel Pump,High quality Fuel Pump for Toyota Elantra,OEM-841414,Febi,Toyota,Elantra,2000,2001,2.04,27x13x19 cm,133.03,78.01
SKU-024028,Mahle Alternator,High quality Alternator for Ford Elantra,OEM-214286,Mahle,Ford,Elantra,2001,2003,11.37,36x16x5 cm,125.63,68.09
SKU-024029,SKF Brake Pad,High quality Brake Pad for Kia Civic,OEM-455203,SKF,Kia,Civic,2002,2006,11.54,13x17x17 cm,44.29,32.69
SKU-024030,Valeo Spark Plug,High quality Spark Plug for Toyota Elantra,OEM-584346,Valeo,Toyota,Elantra,2000,2004,0.71,26x14x8 cm,253.37,189.3
SKU-024031,Mahle Alternator,High quality Alternator for BMW C-Class,OEM-950551,Mahle,BMW,C-Class,2017,2022,1.39,33x37x27 cm,20.35,11.49
SKU-024032,Bosch Oil Filter,High quality Oil Filter for Audi X5,OEM-587366,Bosch,Audi,X5,2011,2012,9.19,22x10x14 cm,89.48,50.29
SKU-024033,Febi Shock Absorber,High quality Shock Absorber for BMW Elantra,OEM-376918,Febi,BMW,Elantra,2001,2002,10.76,29x41x8 cm,360.01,199.14
SKU-024034,Denso Brake Pad,High quality Brake Pad for Honda Corolla,OEM-140462,Denso,Honda,Corolla,2011,2015,1.73,35x33x18 cm,96.66,68.21
SKU-024035,Febi Brake Pad,High quality Brake Pad for Ford Focus,OEM-309748,Febi,Ford,Focus,2009,2010,1.69,12x33x8 cm,239.34,147.57
SKU-024036,Delphi Fuel Pump,High quality Fuel Pump for Hyundai Corolla,OEM-908436,Delphi,Hyundai,Corolla,2004,2011,12.02,12x29x6 cm,442.87,222.73
SKU-024037,Valeo Air Filter,High quality Air Filter for Hyundai A4,OEM-862535,Valeo,Hyundai,A4,2009,2012,4.94,43x26x12 cm,189.08,145.56
SKU-024038,Bosch Air Filter,High quality Air Filter for Honda A4,OEM-845165,Bosch,Honda,A4,2000,2001,7.43,25x10x13 cm,213.67,160.12
