SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-062000,Delphi Alternator,High quality Alternator for Audi Sportage,OEM-481276,Delphi,Audi,Sportage,2014,2015,3.7,17x50x19 cm,462.61,262.73
SKU-062001,SKF Spark Plug,High quality Spark Plug for Ford A4,OEM-678040,SKF,Ford,A4,2001,2002,14.25,19x37x23 cm,308.96,194.92
SKU-062002,Mahle Clutch Kit,High quality Clutch Kit for Honda Camry,OEM-836127,Mahle,Honda,Camry,2007,2014,2.36,19x34x29 cm,436.19,240.94
SKU-062003,Bosch Oil Filter,High quality Oil Filter for Ford Camry,OEM-494389,Bosch,Ford,Camry,2017,2019,10.23,21x35x14 cm,23.65,15.63
SKU-062004,Bosch Fuel Pump,High quality Fuel Pump for Kia Elantra,OEM-837292,Bosch,Kia,Elantra,2001,2003,6.43,18x34x14 cm,46.47,27.19
SKU-062005,SKF Radiator,High quality Radiator for Kia A4,OEM-636973,SKF,Kia,A4,2005,2011,13.29,43x25x20 cm,333.5,247.19
SKU-062006,Valeo Oil Filter,High quality Oil Filter for Hyundai Elantra,OEM-575673,Valeo,Hyundai,Elantra,2002,2007,13.42,10x24x18 cm,149.86,110.03
SKU-062007,Denso Fuel Pump,High quality Fuel Pump for Toyota A4,OEM-148846,Denso,Toyota,A4,2001,2005,11.6,27x34x18 cm,208.37,158.0
SKU-062008,Delphi Timing Belt,High quality Timing Belt for Audi Elantra,OEM-778191,Delphi,Audi,Elantra,2005,2006,3.44,25x13x26 cm,436.01,277.76
SKU-062009,Mahle Timing Belt,High quality Timing Belt for Mercedes Sportage,OEM-601226,Mahle,Mercedes,Sportage,2012,2017,6.52,18x10x11 cm,101.51,63.18
SKU-062010,NGK Spark Plug,High quality Spark Plug for Honda Camry,OEM-235806,NGK,Honda,Camry,2018,2023,4.58,48x36x15 cm,431.7,234.2
SKU-062011,Delphi Spark Plug,High quality Spark Plug for Audi X5,OEM-439398,Delphi,Audi,X5,2006,2008,14.08,46x40x14 cm,445.46,253.07
SKU-062012,NGK Shock Absorber,High quality Shock Absorber for Kia Elantra,OEM-369807,NGK,Kia,Elantra,2007,2012,11.75,21x24x25 cm,172.33,103.59
SKU-062013,SKF Brake Pad,High quality Brake Pad for Kia Focus,OEM-364659,SKF,Kia,Focus,2016,2022,11.26,10x18x14 cm,21.91,12.77
SKU-062014,Mahle Fuel Pump,High quality Fuel Pump for BMW Elantra,OEM-533720,Mahle,BMW,Elantra,2006,2008,14.82,12x42x17 cm,475.13,342.3
SKU-062015,Bosch Timing Belt,High quality Timing Belt for Kia A4,OEM-944276,Bosch,Kia,A4,2004,2006,11.18,17x24x9 cm,143.29,89.96
SKU-062016,Valeo Air Filter,High quality Air Filter for Honda A4,OEM-657124,Valeo,Honda,A4,2010,2017,14.29,15x34x13 cm,330.74,245.22
SKU-062017,Mahle Shock Absorber,High quality Shock Absorber for Ford C-Class,OEM-889447,Mahle,Ford,C-Class,2003,2006,12.7,46x15x21 cm,438.78,313.12
SKU-062018,SKF Oil Filter,High quality Oil Filter for Hyundai C-Class,OEM-256189,SKF,Hyundai,C-Class,2005,2006,6.85,17x39x28 cm,405.18,306.11
SKU-062019,SKF Timing Belt,High quality Timing Belt for Hyundai Sportage,OEM-525370,SKF,Hyundai,Sportage,2008,2010,12.74,45x46x12 cm,69.12,41.97
SKU-062020,Denso Alternator,High quality Alternator for Honda Corolla,OEM-261903,Denso,Honda,Corolla,2015,2017,13.37,22x50x13 cm,318.68,164.98
SKU-062021,Valeo Radiator,High quality Radiator for Kia X5,OEM-221809,Valeo,Kia,X5,2005,2011,13.87,48x44x10 cm,443.5,293.47
SKU-062022,Denso Spark Plug,High quality Spark Plug for Mercedes Camry,OEM-344780,Denso,Mercedes,Camry,2010,2015,5.42,11x38x11 cm,108.78,83.44
SKU-062023,SKF Air Filter,High quality Air Filter for Hyundai Elantra,OEM-206741,SKF,Hyundai,Elantra,2005,2011,2.18,27x13x20 cm,186.09,114.1
SKU-062024,Mahle Air Filter,High quality Air Filter for BMW Elantra,OEM-262071,Mahle,BMW,Elantra,2014,2020,2.75,48x22x8 cm,21.43,14.83
SKU-062025,SKF Timing Belt,High quality Timing Belt for Mercedes Focus,OEM-501521,SKF,Mercedes,Focus,2016,2019,1.0,19x16x10 cm,325.85,233.75
SKU-062026,NGK Spark Plug,High quality Spark Plug for Mercedes Camry,OEM-818516,NGK,Mercedes,Camry,2000,2007,10.33,42x49x14 cm,121.01,71.4
SKU-062027,NGK Oil Filter,High quality Oil Filter for Mercedes C-Class,OEM-519750,NGK,Mercedes,C-Class,2002,2003,3.98,38x11x23 cm,114.32,70.76
SKU-062028,Valeo Timing Belt,High quality Timing Belt for Mercedes Elantra,OEM-526356,Valeo,Mercedes,Elantra,2017,2024,3.98,42x41x13 cm,498.46,312.86
SKU-062029,Valeo Spark Plug,High quality Spark Plug for Honda Camry,OEM-143063,Valeo,Honda,Camry,2005,2007,10.78,28x11x11 cm,481.41,273.51
SKU-062030,Valeo Oil Filter,High quality Oil Filter for Ford Civic,OEM-186087,Valeo,Ford,Civic,2002,2006,4.04,32x21x22 cm,410.22,272.58
SKU-062031,Valeo Air Filter,High quality Air Filter for Mercedes Camry,OEM-887530,Valeo,Mercedes,Camry,2014,2017,0.51,29x36x16 cm,451.4,348.69
SKU-062032,NGK Alternator,High quality Alternator for BMW Civic,OEM-666524,NGK,BMW,Civic,2004,2010,13.37,46x44x22 cm,186.34,112.54
SKU-062033,Delphi Clutch Kit,High quality Clutch Kit for Audi X5,OEM-442911,Delphi,Audi,X5,2008,2015,13.6,36x46x22 cm,490.63,276.81
SKU-062034,Febi Air Filter,High quality Air Filter for Kia Camry,OEM-407616,Febi,Kia,Camry,2012,2018,7.89,16x37x13 cm,403.16,225.95
SKU-062035,NGK Fuel Pump,High quality Fuel Pump for Honda X5,OEM-942860,NGK,Honda,X5,2010,2017,14.87,15x10x24 cm,43.74,26.06
SKU-062036,Valeo Timing Belt,High quality Timing Belt for Kia Focus,OEM-859982,Valeo,Kia,Focus,2000,2005,14.26,17x19x29 cm,226.36,162.2
SKU-062037,Febi Air Filter,High quality Air Filter for Toyota Civic,OEM-230692,Febi,Toyota,Civic,2011,2016,2.41,32x23x16 cm,440.44,335.47
SKU-062038,Delphi Shock Absorber,High quality Shock Absorber for Honda A4,OEM-753811,Delphi,Honda,A4,2001,2007,11.21,41x16x8 cm,259.81,133.7
SKU-062039,Bosch Radiator,High quality Radiator for Kia Sportage,OEM-721148,Bosch,Kia,Sportage,2016,2018,5.48,49x31x8 cm,107.36,60.68
SKU-062040,NGK Timing Belt,High quality Timing Belt for Mercedes X5,OEM-105420,NGK,Mercedes,X5,2002,2005,7.33,12x35x29 cm,117.81,61.21
SKU-062041,Valeo Brake Pad,High quality Brake Pad for Ford C-Class,OEM-164498,Valeo,Ford,C-Class,2005,2007,0.91,49x15x7 cm,253.62,182.27
SKU-062042,Delphi Clutch Kit,High quality Clutch Kit for Honda Corolla,OEM-445657,Delphi,Honda,Corolla,2001,2002,8.16,45x46x19 cm,93.57,56.74
SKU-062043,NGK Oil Filter,High quality Oil Filter for Audi X5,OEM-161873,NGK,Audi,X5,2003,2005,13.24,10x29x7 cm,457.42,315.87
SKU-062044,NGK Fuel Pump,High quality Fuel Pump for Honda Civic,OEM-744635,NGK,Honda,Civic,2005,2006,9.35,29x29x15 cm,316.63,203.1
SKU-062045,Denso Alternator,High quality Alternator for Honda Focus,OEM-129054,Denso,Honda,Focus,2013,2016,13.08,25x49x22 cm,240.51,161.99
SKU-062046,NGK Timing Belt,High quality Timing Belt for BMW Corolla,OEM-271217,NGK,BMW,Corolla,2006,2010,1.11,34x10x30 cm,494.66,383.5
SKU-062047,Bosch Shock Absorber,High quality Shock Absorber for Hyundai Corolla,OEM-887923,Bosch,Hyundai,Corolla,2014,2020,7.83,45x44x22 cm,98.81,64.3
SKU-062048,Delphi Brake Pad,High quality Brake Pad for Toyota Elantra,OEM-112873,Delphi,Toyota,Elantra,2008,2009,1.82,28x37x5 cm,423.61,331.32
SKU-062049,Delphi Oil Filter,High quality Oil Filter for Audi Sportage,OEM-137606,Delphi,Audi,Sportage,2000,2003,0.55,35x34x18 cm,229.37,149.53
SKU-062050,Bosch Oil Filter,High quality Oil Filter for Honda C-Class,OEM-543691,Bosch,Honda,C-Class,2009,2016,5.39,25x49x8 cm,333.08,176.83
SKU-062051,Mahle Radiator,High quality Radiator for Audi Focus,OEM-521174,Mahle,Audi,Focus,2011,2015,13.91,24x28x15 cm,225.84,151.92
SKU-062052,Delphi Fuel Pump,High quality Fuel Pump for Kia C-Class,OEM-455239,Delphi,Kia,C-Class,2018,2023,11.13,22x44x12 cm,490.62,273.51
SKU-062053,Valeo Brake Pad,High quality Brake Pad for Kia Elantra,OEM-249600,Valeo,Kia,Elantra,2013,2015,2.07,37x26x12 cm,367.9,274.33
SKU-062054,NGK Shock Absorber,High quality Shock Absorber for Honda Elantra,OEM-495772,NGK,Honda,Elantra,2001,2003,0.36,38x16x8 cm,385.96,219.05
SKU-062055,Valeo Clutch Kit,High quality Clutch Kit for BMW X5,OEM-662197,Valeo,BMW,X5,2014,2019,7.67,41x34x7 cm,498.92,368.98
SKU-062056,Febi Brake Pad,High quality Brake Pad for Audi Camry,OEM-269432,Febi,Audi,Camry,2018,2022,9.06,34x44x28 cm,444.4,349.08
SKU-062057,NGK Shock Absorber,High quality Shock Absorber for Mercedes Sportage,OEM-505315,NGK,Mercedes,Sportage,2007,2012,5.3,23x32x21 cm,298.55,207.47
SKU-062058,Denso Clutch Kit,High quality Clutch Kit for Kia C-Class,OEM-531075,Denso,Kia,C-Class,2010,2014,12.62,18x47x10 cm,179.77,134.48
SKU-062059,Denso Spark Plug,High quality Spark Plug for Toyota X5,OEM-849836,Denso,Toyota,X5,2012,2016,0.95,47x36x26 cm,175.79,119.48
SKU-062060,Febi Oil Filter,High quality Oil Filter for Toyota X5,OEM-253690,Febi,Toyota,X5,2018,2021,1.83,27x35x14 cm,360.04,266.9
SKU-062061,Denso Air Filter,High quality Air Filter for Hyundai A4,OEM-744857,Denso,Hyundai,A4,2007,2009,9.22,48x32x16 cm,323.12,162.51
SKU-062062,Delphi Oil Filter,High quality Oil Filter for Kia C-Class,OEM-533917,Delphi,Kia,C-Class,2009,2015,11.71,21x14x6 cm,264.89,179.32
SKU-062063,Delphi Oil Filter,High quality Oil Filter for Toyota Camry,OEM-150883,Delphi,Toyota,Camry,2012,2018,5.29,27x21x15 cm,466.34,322.95
SKU-062064,Delphi Shock Absorber,High quality Shock Absorber for Mercedes Elantra,OEM-709992,Delphi,Mercedes,Elantra,2018,2021,5.85,15x17x19 cm,20.56,12.07
SKU-062065,Valeo Clutch Kit,High quality Clutch Kit for BMW X5,OEM-807202,Valeo,BMW,X5,2001,2007,4.58,47x14x20 cm,376.23,189.65
SKU-062066,Mahle Air Filter,High quality Air Filter for Audi A4,OEM-933888,Mahle,Audi,A4,2001,2006,14.79,38x21x7 cm,12.4,8.03
SKU-062067,Mahle Timing Belt,High quality Timing Belt for Hyundai X5,OEM-456738,Mahle,Hyundai,X5,2010,2015,2.87,15x50x26 cm,146.74,82.16
SKU-062068,Mahle Radiator,High quality Radiator for Ford Sportage,OEM-513878,Mahle,Ford,Sportage,2006,2011,9.8,24x10x13 cm,129.48,84.9
SKU-062069,Denso Alternator,High quality Alternator for Kia Focus,OEM-345942,Denso,Kia,Focus,2008,2010,8.98,42x37x29 cm,69.95,40.61
SKU-062070,Delphi Timing Belt,High quality Timing Belt for Toyota Camry,OEM-620348,Delphi,Toyota,Camry,2014,2017,0.54,49x28x21 cm,463.18,351.47
SKU-062071,Febi Alternator,High quality Alternator for Toyota Civic,OEM-218104,Febi,Toyota,Civic,2015,2022,9.89,49x43x10 cm,195.18,117.59
SKU-062072,Delphi Brake Pad,High quality Brake Pad for Honda Elantra,OEM-663275,Delphi,Honda,Elantra,2016,2020,0.14,16x34x21 cm,316.46,162.13
SKU-062073,Mahle Air Filter,High quality Air Filter for Kia A4,OEM-868267,Mahle,Kia,A4,2013,2017,14.45,35x20x11 cm,457.77,323.08
SKU-062074,Mahle Oil Filter,High quality Oil Filter for Honda A4,OEM-519479,Mahle,Honda,A4,2004,2005,7.91,47x15x8 cm,464.31,343.87
SKU-062075,Denso Brake Pad,High quality Brake Pad for Mercedes Sportage,OEM-142730,Denso,Mercedes,Sportage,2013,2016,4.45,23x35x13 cm,112.82,75.12
SKU-062076,Valeo Brake Pad,High quality Brake Pad for Ford C-Class,OEM-360701,Valeo,Ford,C-Class,2008,2009,2.41,15x14x14 cm,348.15,176.48
SKU-062077,Febi Brake Pad,High quality Brake Pad for Hyundai Focus,OEM-177797,Febi,Hyundai,Focus,2018,2024,0.1,41x28x6 cm,273.48,149.91
SKU-062078,Bosch Radiator,High quality Radiator for Ford X5,OEM-145649,Bosch,Ford,X5,2001,2002,3.04,16x28x25 cm,206.51,165.04
SKU-062079,Delphi Air Filter,High quality Air Filter for Audi Sportage,OEM-523155,Delphi,Audi,Sportage,2001,2007,5.15,16x10x9 cm,261.73,209.26
SKU-062080,Delphi Air Filter,High quality Air Filter for Toyota Corolla,OEM-564893,Delphi,Toyota,Corolla,2016,2021,9.86,27x50x20 cm,222.31,114.97
