SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-032000,Febi Clutch Kit,High quality Clutch Kit for BMW Camry,OEM-832596,Febi,BMW,Camry,2014,2015,8.65,39x10x9 cm,363.49,239.82
SKU-032001,SKF Clutch Kit,High quality Clutch Kit for Kia Sportage,OEM-294079,SKF,Kia,Sportage,2014,2019,7.17,28x50x7 cm,404.49,286.18
SKU-032002,NGK Fuel Pump,High quality Fuel Pump for BMW Civic,OEM-865744,NGK,BMW,Civic,2014,2017,6.3,39x39x18 cm,153.94,122.1
SKU-032003,Denso Oil Filter,High quality Oil Filter for Toyota Civic,OEM-648846,Denso,Toyota,Civic,2001,2004,13.69,30x50x21 cm,7.94,4.39
SKU-032004,Denso Radiator,High quality Radiator for Hyundai Focus,OEM-810381,Denso,Hyundai,Focus,2016,2019,8.53,16x46x28 cm,252.14,129.04
SKU-032005,Febi Brake Pad,High quality Brake Pad for BMW A4,OEM-971435,Febi,BMW,A4,2010,2011,1.66,27x25x5 cm,75.81,54.26
SKU-032006,Bosch Oil Filter,High quality Oil Filter for Hyundai Corolla,OEM-265003,Bosch,Hyundai,Corolla,2017,2019,9.3,27x25x6 cm,468.07,300.03
SKU-032007,SKF Fuel Pump,High quality Fuel Pump for Honda C-Class,OEM-364493,SKF,Honda,C-Class,2017,2018,6.24,40x12x16 cm,87.26,47.22
SKU-032008,Denso Fuel Pump,High quality Fuel Pump for Toyota Elantra,OEM-245984,Denso,Toyota,Elantra,2008,2009,11.95,24x20x19 cm,98.41,70.88
SKU-032009,Febi Brake Pad,High quality Brake Pad for Toyota X5,OEM-501916,Febi,Toyota,X5,2012,2015,14.47,41x26x28 cm,234.74,160.74
SKU-032010,SKF Air Filter,High quality Air Filter for Toyota A4,OEM-864436,SKF,Toyota,A4,2002,2008,3.06,26x50x11 cm,308.25,173.17
SKU-032011,Bosch Radiator,High quality Radiator for Audi Elantra,OEM-717976,Bosch,Audi,Elantra,2013,2015,11.98,35x20x15 cm,136.97,100.06
SKU-032012,NGK Alternator,High quality Alternator for Ford X5,OEM-976682,NGK,Ford,X5,2006,2007,0.85,30x43x25 cm,29.72,14.89
SKU-032013,NGK Fuel Pump,High quality Fuel Pump for Toyota Focus,OEM-214643,NGK,Toyota,Focus,2002,2003,2.88,14x41x25 cm,189.46,98.58
SKU-032014,NGK Clutch Kit,High quality Clutch Kit for Toyota A4,OEM-715588,NGK,Toyota,A4,2008,2009,11.38,38x20x5 cm,354.03,227.21
SKU-032015,NGK Spark Plug,High quality Spark Plug for Audi Focus,OEM-290235,NGK,Audi,Focus,2002,2006,9.28,39x11x24 cm,7.43,4.71
SKU-032016,Delphi Alternator,High quality Alternator for Ford A4,OEM-507012,Delphi,Ford,A4,2010,2012,9.54,37x49x26 cm,185.46,136.69
SKU-032017,Bosch Radiator,High quality Radiator for Mercedes A4,OEM-381513,Bosch,Mercedes,A4,2008,2010,9.0,43x23x6 cm,108.96,61.18
SKU-032018,Valeo Spark Plug,High quality Spark Plug for BMW A4,OEM-186064,Valeo,BMW,A4,2015,2020,10.65,42x20x26 cm,464.45,256.83
SKU-032019,Valeo Brake Pad,High quality Brake Pad for Honda X5,OEM-410139,Valeo,Honda,X5,2005,2009,3.71,37x49x15 cm,478.78,264.9
SKU-032020,NGK Fuel Pump,High quality Fuel Pump for Mercedes Focus,OEM-727235,NGK,Mercedes,Focus,2014,2020,5.07,38x50x29 cm,112.08,63.53
SKU-032021,Mahle Brake Pad,High quality Brake Pad for Mercedes Sportage,OEM-654136,Mahle,Mercedes,Sportage,2010,2017,6.58,41x34x21 cm,243.77,194.94
SKU-032022,Bosch Fuel Pump,High quality Fuel Pump for Hyundai A4,OEM-853454,Bosch,Hyundai,A4,2008,2014,1.97,23x44x26 cm,118.76,61.42
SKU-032023,Febi Air Filter,High quality Air Filter for Mercedes X5,OEM-798511,Febi,Mercedes,X5,2008,2014,2.93,20x27x25 cm,234.14,148.19
SKU-032024,Mahle Air Filter,High quality Air Filter for Audi Camry,OEM-873128,Mahle,Audi,Camry,2014,2018,4.25,13x29x30 cm,356.04,198.15
SKU-032025,Mahle Brake Pad,High quality Brake Pad for Kia Camry,OEM-471024,Mahle,Kia,Camry,2008,2010,14.81,22x38x5 cm,263.08,169.44
SKU-032026,Febi Fuel Pump,High quality Fuel Pump for Kia Civic,OEM-644040,Febi,Kia,Civic,2017,2021,13.28,14x36x6 cm,429.22,313.82
SKU-032027,Febi Clutch Kit,High quality Clutch Kit for Audi Sportage,OEM-530651,Febi,Audi,Sportage,2009,2016,7.66,41x39x19 cm,251.2,178.75
SKU-032028,Bosch Shock Absorber,High quality Shock Absorber for Ford X5,OEM-975538,Bosch,Ford,X5,2003,2007,13.25,45x47x20 cm,238.65,153.5
SKU-032029,Febi Spark Plug,High quality Spark Plug for Mercedes Sportage,OEM-224624,Febi,Mercedes,Sportage,2018,2020,2.55,42x34x9 cm,348.59,234.58
SKU-032030,Bosch Shock Absorber,High quality Shock Absorber for Toyota Corolla,OEM-972746,Bosch,Toyota,Corolla,2007,2011,1.88,41x50x24 cm,407.83,220.3
SKU-032031,Mahle Radiator,High quality Radiator for BMW A4,OEM-714040,Mahle,BMW,A4,2001,2007,13.69,44x14x7 cm,196.25,131.34
SKU-032032,Febi Brake Pad,High quality Brake Pad for Honda Camry,OEM-810721,Febi,Honda,Camry,2003,2006,0.86,18x36x6 cm,472.0,287.05
SKU-032033,Denso Brake Pad,High quality Brake Pad for Ford Focus,OEM-857591,Denso,Ford,Focus,2010,2014,4.45,40x37x17 cm,161.05,121.01
SKU-032034,Valeo Alternator,High quality Alternator for Ford Focus,OEM-339991,Valeo,Ford,Focus,2018,2019,4.71,13x26x20 cm,104.01,58.61
SKU-032035,NGK Alternator,High quality Alternator for Kia Elantra,OEM-564098,NGK,Kia,Elantra,2013,2017,13.74,18x17x13 cm,296.8,233.71
SKU-032036,Mahle Fuel Pump,High quality Fuel Pump for Mercedes X5,OEM-234491,Mahle,Mercedes,X5,2015,2018,12.26,26x26x18 cm,208.37,111.27
SKU-032037,Bosch Air Filter,High quality Air Filter for Toyota C-Class,OEM-817011,Bosch,Toyota,C-Class,2002,2005,13.36,43x30x19 cm,141.89,109.94
SKU-032038,Bosch Alternator,High quality Alternator for Toyota Camry,OEM-803409,Bosch,Toyota,Camry,2005,2007,0.46,23x41x6 cm,430.92,224.05
SKU-032039,Denso Brake Pad,High quality Brake Pad for Audi C-Class,OEM-617328,Denso,Audi,C-Class,2016,2019,9.13,39x43x30 cm,153.59,120.66
SKU-032040,Denso Air Filter,High quality Air Filter for Kia Civic,OEM-709205,Denso,Kia,Civic,2004,2005,7.45,11x41x11 cm,86.46,46.73
SKU-032041,Delphi Brake Pad,High quality Brake Pad for Hyundai Focus,OEM-781296,Delphi,Hyundai,Focus,2009,2010,9.27,40x47x12 cm,368.48,255.48
SKU-032042,Denso Brake Pad,High quality Brake Pad for Mercedes C-Class,OEM-939463,Denso,Mercedes,C-Class,2000,2006,13.9,37x40x19 cm,327.01,249.46
SKU-032043,Febi Clutch Kit,High quality Clutch Kit for BMW Sportage,OEM-593216,Febi,BMW,Sportage,2002,2008,7.15,24x36x30 cm,88.06,53.51
SKU-032044,SKF Clutch Kit,High quality Clutch Kit for Toyota Civic,OEM-359933,SKF,Toyota,Civic,2010,2016,0.74,50x45x27 cm,334.09,176.31
SKU-032045,NGK Air Filter,High quality Air Filter for Toyota Focus,OEM-283891,NGK,Toyota,Focus,2004,2006,9.3,14x25x28 cm,210.68,143.11
SKU-032046,SKF Timing Belt,High quality Timing Belt for Audi Camry,OEM-664305,SKF,Audi,Camry,2018,2023,13.88,10x19x28 cm,215.05,136.19
SKU-032047,Delphi Radiator,High quality Radiator for Ford Camry,OEM-247985,Delphi,Ford,Camry,2015,2016,11.14,42x26x6 cm,121.25,82.57
SKU-032048,Denso Spark Plug,High quality Spark Plug for Mercedes Sportage,OEM-271611,Denso,Mercedes,Sportage,2000,2003,9.98,41x25x11 cm,435.91,299.46
SKU-032049,Febi Oil Filter,High quality Oil Filter for Mercedes Focus,OEM-947923,Febi,Mercedes,Focus,2003,2005,10.04,19x22x13 cm,313.44,205.37
SKU-032050,Denso Shock Absorber,High quality Shock Absorber for Honda Civic,OEM-829505,Denso,Honda,Civic,2011,2015,0.43,49x22x7 cm,99.39,61.94
SKU-032051,Mahle Fuel Pump,High quality Fuel Pump for Honda Elantra,OEM-258613,Mahle,Honda,Elantra,2016,2019,14.26,38x24x10 cm,322.91,256.67
SKU-032052,Febi Oil Filter,High quality Oil Filter for Honda C-Class,OEM-738133,Febi,Honda,C-Class,2014,2018,8.93,24x26x15 cm,409.74,267.3
SKU-032053,Febi Timing Belt,High quality Timing Belt for Honda Elantra,OEM-954619,Febi,Honda,Elantra,2017,2020,10.64,28x16x26 cm,109.56,78.48
SKU-032054,SKF Radiator,High quality Radiator for Honda Focus,OEM-320067,SKF,Honda,Focus,2011,2018,11.79,38x25x8 cm,487.41,296.35
SKU-032055,Febi Oil Filter,High quality Oil Filter for Mercedes Camry,OEM-571477,Febi,Mercedes,Camry,2013,2014,9.19,17x11x19 cm,473.61,261.55
SKU-032056,Valeo Shock Absorber,High quality Shock Absorber for Hyundai Civic,OEM-453654,Valeo,Hyundai,Civic,2012,2017,14.9,43x27x25 cm,367.87,202.46
SKU-032057,Denso Spark Plug,High quality Spark Plug for Honda Focus,OEM-177696,Denso,Honda,Focus,2003,2010,12.63,36x12x24 cm,481.75,291.8
SKU-032058,Mahle Air Filter,High quality Air Filter for Audi X5,OEM-864200,Mahle,Audi,X5,2000,2003,3.28,47x21x10 cm,344.37,172.19
SKU-032059,SKF Timing Belt,High quality Timing Belt for Mercedes X5,OEM-746499,SKF,Mercedes,X5,2003,2008,1.57,43x40x29 cm,52.97,33.73
SKU-032060,Bosch Air Filter,High quality Air Filter for Toyota A4,OEM-748565,Bosch,Toyota,A4,2013,2020,5.39,47x34x26 cm,277.36,217.47
SKU-032061,Febi Alternator,High quality Alternator for Toyota A4,OEM-659070,Febi,Toyota,A4,2007,2009,12.24,23x24x18 cm,212.91,159.79
SKU-032062,Delphi Clutch Kit,High quality Clutch Kit for Audi Focus,OEM-676089,Delphi,Audi,Focus,2017,2018,4.23,25x30x30 cm,172.5,98.39
SKU-032063,NGK Oil Filter,High quality Oil Filter for Mercedes C-Class,OEM-260919,NGK,Mercedes,C-Class,2002,2009,8.17,29x24x7 cm,230.88,116.12
SKU-032064,SKF Shock Absorber,High quality Shock Absorber for Audi Camry,OEM-958382,SKF,Audi,Camry,2018,2021,3.25,16x22x29 cm,291.14,176.58
SKU-032065,Febi Oil Filter,High quality Oil Filter for Mercedes C-Class,OEM-479922,Febi,Mercedes,C-Class,2010,2015,3.16,47x30x17 cm,205.91,145.09
SKU-032066,Valeo Timing Belt,High quality Timing Belt for BMW Sportage,OEM-410833,Valeo,BMW,Sportage,2001,2006,11.32,34x43x21 cm,320.78,181.06
SKU-032067,Denso Spark Plug,High quality Spark Plug for Toyota X5,OEM-615500,Denso,Toyota,X5,2015,2021,5.92,31x31x25 cm,418.08,245.71
SKU-032068,SKF Timing Belt,High quality Timing Belt for Hyundai Focus,OEM-210278,SKF,Hyundai,Focus,2002,2008,8.43,27x31x11 cm,335.48,235.69
SKU-032069,NGK Clutch Kit,High quality Clutch Kit for BMW Sportage,OEM-704256,NGK,BMW,Sportage,2005,2007,6.85,18x48x28 cm,81.02,46.91
SKU-032070,NGK Brake Pad,High quality Brake Pad for Toyota Focus,OEM-566167,NGK,Toyota,Focus,2004,2007,7.14,36x27x19 cm,74.03,54.56
SKU-032071,SKF Air Filter,High quality Air Filter for Honda X5,OEM-242283,SKF,Honda,X5,2013,2019,13.74,16x16x23 cm,25.79,14.71
SKU-032072,Valeo Timing Belt,High quality Timing Belt for Toyota A4,OEM-636925,Valeo,Toyota,A4,2014,2019,1.16,38x33x13 cm,105.39,62.41
SKU-032073,Denso Alternator,High quality Alternator for Ford Sportage,OEM-999509,Denso,Ford,Sportage,2007,2013,11.34,21x41x25 cm,334.71,185.05
SKU-032074,Denso Spark Plug,High quality Spark Plug for Audi Civic,OEM-461999,Denso,Audi,Civic,2009,2012,13.12,10x32x9 cm,87.1,50.7
SKU-032075,SKF Oil Filter,High quality Oil Filter for Audi C-Class,OEM-623701,SKF,Audi,C-Class,2018,2023,8.13,22x22x14 cm,166.51,113.2
SKU-032076,Denso Spark Plug,High quality Spark Plug for Mercedes A4,OEM-153444,Denso,Mercedes,A4,2017,2018,5.08,18x26x14 cm,311.32,159.48
SKU-032077,Mahle Spark Plug,High quality Spark Plug for Hyundai Sportage,OEM-989056,Mahle,Hyundai,Sportage,2012,2019,5.91,34x16x16 cm,448.29,283.71
SKU-032078,Febi Shock Absorber,High quality Shock Absorber for Kia Elantra,OEM-560980,Febi,Kia,Elantra,2017,2020,5.45,30x26x22 cm,88.48,66.96
SKU-032079,Denso Spark Plug,High quality Spark Plug for Honda Elantra,OEM-961795,Denso,Honda,Elantra,2004,2010,3.48,50x22x8 cm,141.77,106.35
SKU-032080,Denso Shock Absorber,High quality Shock Absorber for Ford A4,OEM-451444,Denso,Ford,A4,2015,2020,3.29,30x19x13 cm,473.99,301.93
SKU-032081,NGK Shock Absorber,High quality Shock Absorber for Hyundai Corolla,OEM-690827,NGK,Hyundai,Corolla,2017,2020,2.27,29x32x17 cm,76.76,48.38
SKU-032082,NGK Alternator,High quality Alternator for Audi C-Class,OEM-488388,NGK,Audi,C-Class,2007,2011,8.58,32x37x24 cm,258.88,161.47
SKU-032083,NGK Timing Belt,High quality Timing Belt for Honda Sportage,OEM-240579,NGK,Honda,Sportage,2015,2022,4.36,26x41x20 cm,335.08,204.09
SKU-032084,NGK Alternator,High quality Alternator for Hyundai Elantra,OEM-597870,NGK,Hyundai,Elantra,2007,2009,14.01,48x16x20 cm,87.16,46.36
SKU-032085,Denso Alternator,High quality Alternator for Audi X5,OEM-735250,Denso,Audi,X5,2016,2017,6.9,31x24x15 cm,301.2,196.85
SKU-032086,Valeo Radiator,High quality Radiator for Audi Corolla,OEM-215790,Valeo,Audi,Corolla,2001,2006,5.97,28x16x24 cm,67.68,38.24
SKU-032087,Denso Timing Belt,High quality Timing Belt for BMW A4,OEM-263000,Denso,BMW,A4,2012,2018,5.27,13x45x26 cm,34.09,21.52
SKU-032088,Mahle Timing Belt,High quality Timing Belt for BMW C-Class,OEM-860159,Mahle,BMW,C-Class,2001,2008,14.66,34x10x26 cm,158.08,110.33
SKU-032089,Febi Spark Plug,High quality Spark Plug for Hyundai Focus,OEM-337746,Febi,Hyundai,Focus,2003,2007,5.39,38x20x30 cm,432.9,298.09
SKU-032090,NGK Radiator,High quality Radiator for Honda A4,OEM-364420,NGK,Honda,A4,2004,2005,12.25,20x13x10 cm,431.19,231.25
SKU-032091,NGK Shock Absorber,High quality Shock Absorber for BMW A4,OEM-419804,NGK,BMW,A4,2008,2013,3.03,13x28x23 cm,395.73,273.91
SKU-032092,Febi Air Filter,High quality Air Filter for Toyota A4,OEM-809179,Febi,Toyota,A4,2007,2013,6.85,26x24x12 cm,451.88,281.04
SKU-032093,Delphi Brake Pad,High quality Brake Pad for Audi A4,OEM-688883,Delphi,Audi,A4,2002,2006,10.74,10x40x22 cm,356.99,205.98
SKU-032094,Valeo Spark Plug,High quality Spark Plug for Audi A4,OEM-851902,Valeo,Audi,A4,2016,2019,12.28,36x32x29 cm,105.74,59.72
SKU-032095,Delphi Spark Plug,High quality Spark Plug for Kia Focus,OEM-119114,Delphi,Kia,Focus,2004,2011,14.37,23x31x27 cm,88.47,58.2
SKU-032096,NGK Brake Pad,High quality Brake Pad for Mercedes X5,OEM-267154,NGK,Mercedes,X5,2015,2020,1.1,46x19x16 cm,186.76,131.77
SKU-032097,Bosch Clutch Kit,High quality Clutch Kit for Honda C-Class,OEM-231706,Bosch,Honda,C-Class,2011,2014,1.76,40x49x26 cm,212.19,144.2
SKU-032098,SKF Clutch Kit,High quality Clutch Kit for Kia Corolla,OEM-212144,SKF,Kia,Corolla,2014,2019,8.53,17x16x24 cm,248.09,195.15
SKU-032099,Valeo Alternator,High quality Alternator for Honda X5,OEM-560757,Valeo,Honda,X5,2012,2015,8.44,15x33x18 cm,368.24,202.16
SKU-032100,Valeo Fuel Pump,High quality Fuel Pump for Toyota A4,OEM-963351,Valeo,Toyota,A4,2016,2020,10.93,35x10x8 cm,460.47,238.68
SKU-032101,Delphi Brake Pad,High quality Brake Pad for Kia A4,OEM-757848,Delphi,Kia,A4,2010,2013,0.34,33x44x30 cm,383.91,195.02
SKU-032102,Mahle Brake Pad,High quality Brake Pad for Kia Focus,OEM-506644,Mahle,Kia,Focus,2009,2011,4.54,28x47x20 cm,12.79,6.41
SKU-032103,NGK Clutch Kit,High quality Clutch Kit for BMW Camry,OEM-819056,NGK,BMW,Camry,2008,2011,11.77,45x38x25 cm,355.72,281.02
