SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-018000,Mahle Clutch Kit,High quality Clutch Kit for Hyundai Elantra,OEM-516455,Mahle,Hyundai,Elantra,2017,2024,8.3,44x27x13 cm,164.63,130.68
SKU-018001,Mahle Brake Pad,High quality Brake Pad for Toyota Civic,OEM-530024,Mahle,Toyota,Civic,2003,2004,11.61,50x43x5 cm,174.07,105.66
SKU-018002,Denso Timing Belt,High quality Timing Belt for Honda Camry,OEM-480666,Denso,Honda,Camry,2002,2006,14.95,48x14x22 cm,251.33,184.08
SKU-018003,Bosch Radiator,High quality Radiator for Hyundai A4,OEM-964136,Bosch,Hyundai,A4,2009,2015,11.59,38x32x20 cm,463.24,366.14
SKU-018004,Valeo Air Filter,High quality Air Filter for Hyundai Camry,OEM-376832,Valeo,Hyundai,Camry,2014,2020,13.0,34x23x30 cm,464.77,235.17
SKU-018005,Bosch Radiator,High quality Radiator for Toyota Sportage,OEM-625075,Bosch,Toyota,Sportage,2016,2022,8.12,37x11x17 cm,188.22,148.19
SKU-018006,Valeo Alternator,High quality Alternator for Hyundai C-Class,OEM-131312,Valeo,Hyundai,C-Class,2003,2010,14.99,36x24x5 cm,131.13,93.65
SKU-018007,Valeo Air Filter,High quality Air Filter for BMW Focus,OEM-948555,Valeo,BMW,Focus,2013,2018,11.51,32x38x17 cm,87.26,58.26
SKU-018008,Mahle Clutch Kit,High quality Clutch Kit for Mercedes Civic,OEM-682250,Mahle,Mercedes,Civic,2016,2020,8.88,31x14x12 cm,141.56,106.48
SKU-018009,Mahle Fuel Pump,High quality Fuel Pump for Mercedes Corolla,OEM-568806,Mahle,Mercedes,Corolla,2009,2010,10.53,34x33x18 cm,412.16,319.56
SKU-018010,Valeo Shock Absorber,High quality Shock Absorber for Audi Civic,OEM-754105,Valeo,Audi,Civic,2001,2005,14.68,19x32x18 cm,439.52,288.14
