SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-068000,Febi Oil Filter,High quality Oil Filter for Audi Camry,OEM-432526,Febi,Audi,Camry,2000,2006,13.03,16x32x11 cm,477.82,338.16
SKU-068001,Febi Brake Pad,High quality Brake Pad for Honda Camry,OEM-947008,Febi,Honda,Camry,2015,2016,10.09,41x32x17 cm,406.61,226.37
SKU-068002,SKF Brake Pad,High quality Brake Pad for Audi Civic,OEM-303600,SKF,Audi,Civic,2004,2009,13.39,40x12x19 cm,105.69,71.43
SKU-068003,NGK Shock Absorber,High quality Shock Absorber for Audi Sportage,OEM-234119,NGK,Audi,Sportage,2003,2006,1.3,26x36x29 cm,420.43,315.43
SKU-068004,SKF Alternator,High quality Alternator for Hyundai C-Class,OEM-846165,SKF,Hyundai,C-Class,2017,2020,8.63,37x35x16 cm,396.55,218.15
SKU-068005,NGK Oil Filter,High quality Oil Filter for Mercedes Camry,OEM-874237,NGK,Mercedes,Camry,2004,2007,3.22,35x11x5 cm,51.72,38.63
SKU-068006,Valeo Clutch Kit,High quality Clutch Kit for Toyota Civic,OEM-742690,Valeo,Toyota,Civic,2008,2010,14.79,48x47x6 cm,442.82,239.71
SKU-068007,NGK Clutch Kit,High quality Clutch Kit for BMW Focus,OEM-631600,NGK,BMW,Focus,2001,2006,10.62,29x28x26 cm,102.46,77.61
SKU-068008,Febi Oil Filter,High quality Oil Filter for Ford X5,OEM-819234,Febi,Ford,X5,2008,2014,9.94,38x47x18 cm,393.06,251.07
SKU-068009,Denso Radiator,High quality Radiator for Mercedes Camry,OEM-520797,Denso,Mercedes,Camry,2003,2010,5.44,16x49x23 cm,166.38,113.89
SKU-068010,Denso Spark Plug,High quality Spark Plug for Kia Focus,OEM-714175,Denso,Kia,Focus,2000,2002,9.47,47x28x12 cm,379.24,290.23
SKU-068011,Bosch Radiator,High quality Radiator for Honda Focus,OEM-557831,Bosch,Honda,Focus,2011,2013,13.68,45x50x18 cm,138.48,96.94
SKU-068012,NGK Brake Pad,High quality Brake Pad for Mercedes Elantra,OEM-972522,NGK,Mercedes,Elantra,2016,2018,13.74,49x34x5 cm,387.55,272.12
SKU-068013,NGK Spark Plug,High quality Spark Plug for BMW Sportage,OEM-194330,NGK,BMW,Sportage,2013,2016,10.99,18x43x14 cm,305.65,156.48
SKU-068014,Denso Clutch Kit,High quality Clutch Kit for Mercedes Sportage,OEM-124536,Denso,Mercedes,Sportage,2017,2023,11.53,49x18x18 cm,431.38,342.14
SKU-068015,NGK Shock Absorber,High quality Shock Absorber for Kia X5,OEM-887801,NGK,Kia,X5,2004,2005,9.58,37x37x6 cm,126.26,92.04
SKU-068016,SKF Shock Absorber,High quality Shock Absorber for Ford Camry,OEM-262214,SKF,Ford,Camry,2015,2021,12.02,17x44x19 cm,55.28,30.92
SKU-068017,SKF Timing Belt,High quality Timing Belt for Ford Elantra,OEM-316119,SKF,Ford,Elantra,2002,2008,3.86,19x35x28 cm,391.9,301.24
SKU-068018,Valeo Alternator,High quality Alternator for Hyundai Camry,OEM-140028,Valeo,Hyundai,Camry,2012,2013,2.32,34x23x24 cm,100.15,52.03
SKU-068019,SKF Fuel Pump,High quality Fuel Pump for Ford C-Class,OEM-281746,SKF,Ford,C-Class,2000,2005,14.36,41x16x27 cm,124.5,92.28
SKU-068020,Febi Clutch Kit,High quality Clutch Kit for Mercedes Elantra,OEM-746671,Febi,Mercedes,Elantra,2005,2012,2.24,30x13x15 cm,65.6,43.72
SKU-068021,Febi Radiator,High quality Radiator for Hyundai Elantra,OEM-141158,Febi,Hyundai,Elantra,2001,2003,5.35,24x37x14 cm,172.47,97.58
SKU-068022,Valeo Fuel Pump,High quality Fuel Pump for Kia C-Class,OEM-576535,Valeo,Kia,C-Class,2002,2008,4.14,23x15x29 cm,276.38,163.29
SKU-068023,Febi Spark Plug,High quality Spark Plug for Toyota Focus,OEM-580646,Febi,Toyota,Focus,2016,2020,8.93,47x43x26 cm,207.61,130.8
SKU-068024,Febi Shock Absorber,High quality Shock Absorber for Toyota Camry,OEM-366036,Febi,Toyota,Camry,2017,2023,5.34,39x25x30 cm,17.64,11.41
SKU-068025,Denso Oil Filter,High quality Oil Filter for Audi Corolla,OEM-676801,Denso,Audi,Corolla,2016,2021,10.94,41x18x23 cm,473.85,262.99
SKU-068026,SKF Shock Absorber,High quality Shock Absorber for Ford C-Class,OEM-917548,SKF,Ford,C-Class,2006,2012,2.4,44x27x13 cm,244.13,167.48
SKU-068027,Bosch Oil Filter,High quality Oil Filter for Audi Camry,OEM-103771,Bosch,Audi,Camry,2004,2011,4.69,29x47x7 cm,397.65,224.68
SKU-068028,Delphi Oil Filter,High quality Oil Filter for Mercedes Sportage,OEM-481860,Delphi,Mercedes,Sportage,2003,2008,5.02,37x23x25 cm,432.63,230.73
