SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-092000,SKF Spark Plug,High quality Spark Plug for BMW C-Class,OEM-123700,SKF,BMW,C-Class,2000,2007,6.07,17x17x6 cm,223.03,159.14
SKU-092001,Delphi Fuel Pump,High quality Fuel Pump for BMW A4,OEM-146233,Delphi,BMW,A4,2009,2013,1.06,29x21x16 cm,92.51,48.61
SKU-092002,Febi Air Filter,High quality Air Filter for Kia Elantra,OEM-265513,Febi,Kia,Elantra,2001,2008,7.44,19x30x24 cm,486.93,287.39
SKU-092003,SKF Radiator,High quality Radiator for Toyota Camry,OEM-298255,SKF,Toyota,Camry,2006,2010,0.87,12x34x23 cm,376.72,296.79
SKU-092004,Denso Brake Pad,High quality Brake Pad for Kia Camry,OEM-514235,Denso,Kia,Camry,2008,2013,10.23,49x39x17 cm,138.15,91.0
SKU-092005,Delphi Clutch Kit,High quality Clutch Kit for BMW Corolla,OEM-861922,Delphi,BMW,Corolla,2012,2014,7.95,31x11x12 cm,189.4,130.34
SKU-092006,Valeo Brake Pad,High quality Brake Pad for Audi Corolla,OEM-761974,Valeo,Audi,Corolla,2009,2015,12.52,44x21x13 cm,109.68,57.66
SKU-092007,Mahle Brake Pad,High quality Brake Pad for Audi Sportage,OEM-777709,Mahle,Audi,Sportage,2017,2024,1.06,16x21x27 cm,355.45,240.64
SKU-092008,Mahle Shock Absorber,High quality Shock Absorber for Hyundai X5,OEM-596518,Mahle,Hyundai,X5,2003,2008,13.11,23x17x27 cm,388.28,221.67
SKU-092009,Bosch Fuel Pump,High quality Fuel Pump for Hyundai Sportage,OEM-545372,Bosch,Hyundai,Sportage,2013,2017,2.49,28x36x14 cm,158.76,80.97
SKU-092010,Valeo Oil Filter,High quality Oil Filter for Hyundai Camry,OEM-146937,Valeo,Hyundai,Camry,2005,2006,7.24,29x17x10 cm,179.73,102.67
SKU-092011,Febi Spark Plug,High quality Spark Plug for Honda X5,OEM-181429,Febi,Honda,X5,2013,2018,12.97,18x18x7 cm,106.15,83.89
SKU-092012,Delphi Spark Plug,High quality Spark Plug for Ford C-Class,OEM-993890,Delphi,Ford,C-Class,2006,2009,11.65,41x20x13 cm,8.64,5.08
SKU-092013,Valeo Shock Absorber,High quality Shock Absorber for Honda Focus,OEM-335805,Valeo,Honda,Focus,2006,2013,9.71,48x18x28 cm,152.25,110.97
SKU-092014,Valeo Timing Belt,High quality Timing Belt for Mercedes Camry,OEM-722068,Valeo,Mercedes,Camry,2018,2022,12.82,21x18x30 cm,102.99,71.73
SKU-092015,Delphi Clutch Kit,High quality Clutch Kit for Kia Corolla,OEM-601424,Delphi,Kia,Corolla,2004,2007,11.81,23x34x15 cm,460.37,312.65
SKU-092016,Delphi Spark Plug,High quality Spark Plug for Ford X5,OEM-448637,Delphi,Ford,X5,2013,2017,4.62,18x27x20 cm,242.14,132.36
