SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-050000,Valeo Air Filter,High quality Air Filter for Toyota A4,OEM-414124,Valeo,Toyota,A4,2001,2004,5.79,17x36x15 cm,91.37,48.28
SKU-050001,Valeo Timing Belt,High quality Timing Belt for Honda Focus,OEM-390149,Valeo,Honda,Focus,2003,2007,2.07,16x19x25 cm,317.76,240.2
SKU-050002,Bosch Timing Belt,High quality Timing Belt for Mercedes A4,OEM-966878,Bosch,Mercedes,A4,2018,2019,5.64,44x37x7 cm,247.39,132.45
SKU-050003,SKF Shock Absorber,High quality Shock Absorber for Ford A4,OEM-721107,SKF,Ford,A4,2005,2009,2.9,41x18x23 cm,306.58,240.95
SKU-050004,Valeo Radiator,High quality Radiator for Mercedes Sportage,OEM-919867,Valeo,Mercedes,Sportage,2001,2002,9.44,22x24x14 cm,344.57,251.48
SKU-050005,Febi Clutch Kit,High quality Clutch Kit for Kia A4,OEM-305476,Febi,Kia,A4,2000,2003,4.81,21x31x10 cm,441.04,228.07
SKU-050006,Denso Spark Plug,High quality Spark Plug for Kia Civic,OEM-294630,Denso,Kia,Civic,2003,2006,11.04,28x10x28 cm,492.62,283.22
SKU-050007,SKF Shock Absorber,High quality Shock Absorber for Toyota Elantra,OEM-708047,SKF,Toyota,Elantra,2002,2006,12.69,46x29x7 cm,273.84,174.3
SKU-050008,Denso Timing Belt,High quality Timing Belt for Honda Corolla,OEM-294754,Denso,Honda,Corolla,2012,2017,5.34,23x20x12 cm,29.3,19.38
SKU-050009,NGK Clutch Kit,High quality Clutch Kit for BMW Elantra,OEM-474293,NGK,BMW,Elantra,2008,2014,2.36,28x17x30 cm,98.47,68.64
SKU-050010,Mahle Spark Plug,High quality Spark Plug for BMW Corolla,OEM-876503,Mahle,BMW,Corolla,2011,2018,8.38,36x28x12 cm,462.28,344.91
SKU-050011,SKF Alternator,High quality Alternator for Hyundai X5,OEM-561984,SKF,Hyundai,X5,2004,2011,14.77,11x22x9 cm,261.68,143.39
SKU-050012,Bosch Timing Belt,High quality Timing Belt for Audi Sportage,OEM-804483,Bosch,Audi,Sportage,2015,2018,3.75,22x26x21 cm,303.78,234.12
SKU-050013,Mahle Alternator,High quality Alternator for Honda Sportage,OEM-991043,Mahle,Honda,Sportage,2016,2021,2.55,46x14x14 cm,381.27,301.59
SKU-050014,Febi Timing Belt,High quality Timing Belt for Mercedes A4,OEM-340871,Febi,Mercedes,A4,2005,2008,5.31,42x26x14 cm,431.99,223.75
SKU-050015,Denso Timing Belt,High quality Timing Belt for Audi Corolla,OEM-846885,Denso,Audi,Corolla,2015,2016,2.07,31x12x11 cm,177.8,105.6
