SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-002000,Denso Fuel Pump,High quality Fuel Pump for Kia Elantra,OEM-975200,Denso,Kia,Elantra,2014,2018,14.63,35x46x16 cm,323.22,185.23
SKU-002001,Delphi Timing Belt,High quality Timing Belt for Kia Elantra,OEM-548116,Delphi,Kia,Elantra,2008,2013,0.73,18x23x25 cm,355.87,274.05
SKU-002002,Denso Timing Belt,High quality Timing Belt for Hyundai C-Class,OEM-937153,Denso,Hyundai,C-Class,2000,2007,2.37,33x12x13 cm,161.88,103.21
SKU-002003,Mahle Clutch Kit,High quality Clutch Kit for Audi X5,OEM-840787,Mahle,Audi,X5,2006,2010,6.16,40x11x23 cm,412.76,312.45
SKU-002004,Delphi Radiator,High quality Radiator for Kia Civic,OEM-289920,Delphi,Kia,Civic,2006,2008,9.89,12x15x24 cm,227.8,128.49
SKU-002005,Delphi Spark Plug,High quality Spark Plug for Kia Sportage,OEM-609177,Delphi,Kia,Sportage,2017,2024,1.81,47x14x17 cm,7.11,4.91
SKU-002006,Valeo Timing Belt,High quality Timing Belt for Ford Camry,OEM-288764,Valeo,Ford,Camry,2005,2008,12.53,38x28x25 cm,96.03,75.16
SKU-002007,Denso Alternator,High quality Alternator for Kia Sportage,OEM-598473,Denso,Kia,Sportage,2000,2001,12.0,33x39x27 cm,338.45,235.08
SKU-002008,Mahle Brake Pad,High quality Brake Pad for BMW Sportage,OEM-209969,Mahle,BMW,Sportage,2013,2017,12.93,32x25x12 cm,76.21,52.35
SKU-002009,Valeo Timing Belt,High quality Timing Belt for Ford Camry,OEM-970541,Valeo,Ford,Camry,2007,2008,11.75,47x11x14 cm,9.62,4.87
SKU-002010,Denso Alternator,High quality Alternator for Hyundai Corolla,OEM-532161,Denso,Hyundai,Corolla,2018,2019,3.55,36x48x7 cm,53.43,39.36
SKU-002011,Valeo Fuel Pump,High quality Fuel Pump for Audi X5,OEM-448478,Valeo,Audi,X5,2018,2022,12.81,24x42x19 cm,398.73,208.03
