SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-016000,Delphi Fuel Pump,High quality Fuel Pump for BMW Corolla,OEM-966132,Delphi,BMW,Corolla,2007,2011,14.41,12x21x16 cm,292.39,222.1
SKU-016001,NGK Air Filter,High quality Air Filter for Kia Civic,OEM-752438,NGK,Kia,Civic,2016,2017,5.72,24x10x29 cm,312.07,203.32
SKU-016002,Febi Brake Pad,High quality Brake Pad for BMW C-Class,OEM-454128,Febi,BMW,C-Class,2018,2021,14.28,24x40x17 cm,315.45,184.47
SKU-016003,Delphi Air Filter,High quality Air Filter for Hyundai Elantra,OEM-564134,Delphi,Hyundai,Elantra,2006,2008,12.89,20x25x20 cm,277.61,192.52
SKU-016004,NGK Alternator,High quality Alternator for Mercedes C-Class,OEM-683357,NGK,Mercedes,C-Class,2011,2018,8.29,16x19x14 cm,483.76,305.85
SKU-016005,Bosch Air Filter,High quality Air Filter for Toyota Elantra,OEM-461499,Bosch,Toyota,Elantra,2003,2005,7.66,20x16x24 cm,82.29,53.46
SKU-016006,Valeo Air Filter,High quality Air Filter for Honda Camry,OEM-679635,Valeo,Honda,Camry,2000,2001,12.5,46x50x11 cm,85.02,63.28
SKU-016007,Mahle Brake Pad,High quality Brake Pad for BMW Sportage,OEM-634532,Mahle,BMW,Sportage,2001,2006,4.98,21x39x12 cm,354.11,246.0
SKU-016008,Valeo Radiator,High quality Radiator for Kia Camry,OEM-870985,Valeo,Kia,Camry,2002,2005,6.44,37x29x10 cm,171.94,125.48
SKU-016009,Valeo Spark Plug,High quality Spark Plug for BMW Focus,OEM-140368,Valeo,BMW,Focus,2003,2010,9.02,28x18x10 cm,348.94,251.67
SKU-016010,Febi Brake Pad,High quality Brake Pad for Honda X5,OEM-218085,Febi,Honda,X5,2010,2015,5.53,23x45x14 cm,389.09,238.52
SKU-016011,SKF Radiator,High quality Radiator for Mercedes X5,OEM-601324,SKF,Mercedes,X5,2001,2005,10.73,20x31x7 cm,301.04,162.47
SKU-016012,SKF Spark Plug,High quality Spark Plug for Kia C-Class,OEM-636295,SKF,Kia,C-Class,2010,2015,0.86,20x47x8 cm,452.52,307.56
SKU-016013,Valeo Radiator,High quality Radiator for Honda Camry,OEM-806341,Valeo,Honda,Camry,2006,2010,2.68,50x41x22 cm,479.61,281.86
SKU-016014,SKF Spark Plug,High quality Spark Plug for Kia Civic,OEM-343774,SKF,Kia,Civic,2002,2007,4.94,34x27x8 cm,378.1,276.77
SKU-016015,Bosch Spark Plug,High quality Spark Plug for BMW Elantra,OEM-182801,Bosch,BMW,Elantra,2011,2017,4.74,46x16x30 cm,126.79,95.98
SKU-016016,NGK Air Filter,High quality Air Filter for Kia C-Class,OEM-894911,NGK,Kia,C-Class,2009,2015,2.49,13x13x20 cm,359.81,275.16
SKU-016017,Bosch Air Filter,High quality Air Filter for Mercedes Focus,OEM-825709,Bosch,Mercedes,Focus,2018,2021,3.85,22x36x21 cm,139.35,105.13
SKU-016018,Febi Brake Pad,High quality Brake Pad for Honda X5,OEM-306663,Febi,Honda,X5,2011,2012,10.69,27x10x11 cm,422.23,258.97
