SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-074000,Denso Shock Absorber,High quality Shock Absorber for Hyundai X5,OEM-200141,Denso,Hyundai,X5,2010,2011,9.85,34x43x27 cm,43.16,26.61
SKU-074001,Bosch Air Filter,High quality Air Filter for BMW C-Class,OEM-819030,Bosch,BMW,C-Class,2006,2008,5.7,11x21x26 cm,401.43,317.83
SKU-074002,Bosch Air Filter,High quality Air Filter for Honda X5,OEM-346411,Bosch,Honda,X5,2015,2016,11.78,45x31x23 cm,455.43,273.12
SKU-074003,Bosch Brake Pad,High quality Brake Pad for Hyundai Elantra,OEM-776222,Bosch,Hyundai,Elantra,2001,2005,6.01,32x30x17 cm,126.15,100.89
SKU-074004,Bosch Fuel Pump,High quality Fuel Pump for Toyota Camry,OEM-746283,Bosch,Toyota,Camry,2018,2021,1.08,42x48x30 cm,21.3,16.27
SKU-074005,Febi Alternator,High quality Alternator for Mercedes Civic,OEM-649576,Febi,Mercedes,Civic,2001,2003,0.62,49x50x22 cm,110.84,63.47
SKU-074006,Valeo Fuel Pump,High quality Fuel Pump for Toyota X5,OEM-591915,Valeo,Toyota,X5,2012,2014,11.21,23x25x17 cm,317.11,178.3
SKU-074007,SKF Shock Absorber,High quality Shock Absorber for Kia Civic,OEM-236654,SKF,Kia,Civic,2002,2004,2.48,14x17x19 cm,413.73,289.92
SKU-074008,Febi Oil Filter,High quality Oil Filter for Mercedes Corolla,OEM-695057,Febi,Mercedes,Corolla,2006,2008,5.2,26x31x5 cm,317.0,242.95
SKU-074009,NGK Alternator,High quality Alternator for Kia Civic,OEM-596193,NGK,Kia,Civic,2003,2009,6.08,36x23x19 cm,208.26,114.6
SKU-074010,Delphi Radiator,High quality Radiator for Hyundai A4,OEM-579777,Delphi,Hyundai,A4,2000,2003,10.51,29x23x9 cm,168.11,98.85
SKU-074011,Denso Alternator,High quality Alternator for Audi Elantra,OEM-148610,Denso,Audi,Elantra,2000,2007,13.04,20x43x25 cm,93.45,64.86
SKU-074012,SKF Fuel Pump,High quality Fuel Pump for Toyota C-Class,OEM-939785,SKF,Toyota,C-Class,2014,2020,13.97,10x42x8 cm,21.45,13.21
SKU-074013,SKF Radiator,High quality Radiator for Audi Camry,OEM-123730,SKF,Audi,Camry,2014,2015,12.18,32x47x13 cm,487.55,318.31
SKU-074014,Valeo Brake Pad,High quality Brake Pad for Hyundai Civic,OEM-359952,Valeo,Hyundai,Civic,2005,2007,14.22,10x31x16 cm,418.37,265.15
SKU-074015,Febi Alternator,High quality Alternator for Honda Sportage,OEM-544802,Febi,Honda,Sportage,2011,2012,4.37,14x41x8 cm,27.91,18.15
SKU-074016,SKF Spark Plug,High quality Spark Plug for BMW Sportage,OEM-795019,SKF,BMW,Sportage,2008,2010,1.05,15x18x13 cm,169.81,89.2
SKU-074017,Valeo Timing Belt,High quality Timing Belt for Hyundai Focus,OEM-885212,Valeo,Hyundai,Focus,2002,2003,9.58,24x37x9 cm,272.17,195.52
SKU-074018,Bosch Spark Plug,High quality Spark Plug for Honda Corolla,OEM-505219,Bosch,Honda,Corolla,2018,2019,12.14,37x21x23 cm,449.76,241.74
SKU-074019,Denso Spark Plug,High quality Spark Plug for Toyota Civic,OEM-139487,Denso,Toyota,Civic,2013,2019,8.31,35x37x13 cm,60.64,43.53
SKU-074020,Denso Fuel Pump,High quality Fuel Pump for Mercedes Civic,OEM-282597,Denso,Mercedes,Civic,2000,2003,7.38,34x36x30 cm,170.01,104.03
SKU-074021,SKF Spark Plug,High quality Spark Plug for Hyundai Civic,OEM-214214,SKF,Hyundai,Civic,2014,2015,1.69,33x31x25 cm,38.81,23.74
SKU-074022,NGK Oil Filter,High quality Oil Filter for BMW Elantra,OEM-614909,NGK,BMW,Elantra,2016,2020,9.55,13x50x20 cm,479.19,364.78
SKU-074023,Delphi Air Filter,High quality Air Filter for Honda Corolla,OEM-232430,Delphi,Honda,Corolla,2001,2002,8.48,30x44x26 cm,471.47,273.04
SKU-074024,Delphi Clutch Kit,High quality Clutch Kit for Audi A4,OEM-471714,Delphi,Audi,A4,2007,2012,11.89,21x12x19 cm,94.47,51.77
SKU-074025,Mahle Air Filter,High quality Air Filter for Ford A4,OEM-227245,Mahle,Ford,A4,2018,2025,8.17,35x48x10 cm,236.02,128.72
SKU-074026,Mahle Shock Absorber,High quality Shock Absorber for Kia Elantra,OEM-621645,Mahle,Kia,Elantra,2004,2007,12.48,21x41x21 cm,58.29,32.72
SKU-074027,NGK Radiator,High quality Radiator for Honda C-Class,OEM-635624,NGK,Honda,C-Class,2002,2008,5.56,24x43x11 cm,263.7,197.39
SKU-074028,SKF Radiator,High quality Radiator for Mercedes C-Class,OEM-831169,SKF,Mercedes,C-Class,2017,2022,7.53,46x33x19 cm,499.31,332.29
SKU-074029,Delphi Shock Absorber,High quality Shock Absorber for Hyundai A4,OEM-530774,Delphi,Hyundai,A4,2002,2004,6.5,37x28x16 cm,116.82,79.93
SKU-074030,Mahle Brake Pad,High quality Brake Pad for Audi Civic,OEM-592537,Mahle,Audi,Civic,2016,2021,2.7,34x16x15 cm,163.01,122.35
SKU-074031,SKF Brake Pad,High quality Brake Pad for Honda A4,OEM-296830,SKF,Honda,A4,2000,2007,1.59,42x18x23 cm,403.86,313.38
SKU-074032,Bosch Alternator,High quality Alternator for Audi C-Class,OEM-353895,Bosch,Audi,C-Class,2015,2022,10.74,31x49x14 cm,408.71,209.19
SKU-074033,Denso Clutch Kit,High quality Clutch Kit for Kia Camry,OEM-716318,Denso,Kia,Camry,2013,2016,11.54,21x39x13 cm,33.11,24.09
SKU-074034,Delphi Oil Filter,High quality Oil Filter for BMW C-Class,OEM-918097,Delphi,BMW,C-Class,2012,2017,7.98,31x43x30 cm,302.81,223.96
SKU-074035,NGK Alternator,High quality Alternator for Audi Corolla,OEM-335011,NGK,Audi,Corolla,2008,2014,5.01,18x27x23 cm,135.97,88.1
SKU-074036,Bosch Alternator,High quality Alternator for Hyundai Elantra,OEM-930255,Bosch,Hyundai,Elantra,2007,2013,12.74,14x31x17 cm,274.23,194.95
SKU-074037,SKF Timing Belt,High quality Timing Belt for Ford C-Class,OEM-393990,SKF,Ford,C-Class,2006,2013,2.98,11x42x5 cm,258.31,139.18
SKU-074038,NGK Air Filter,High quality Air Filter for Mercedes Corolla,OEM-551472,NGK,Mercedes,Corolla,2017,2024,10.4,39x16x30 cm,313.19,182.33
SKU-074039,NGK Timing Belt,High quality Timing Belt for Audi C-Class,OEM-504167,NGK,Audi,C-Class,2009,2010,11.33,10x31x23 cm,252.16,165.45
SKU-074040,SKF Timing Belt,High quality Timing Belt for Toyota Camry,OEM-594493,SKF,Toyota,Camry,2017,2019,4.42,10x36x18 cm,439.67,315.77
SKU-074041,Bosch Air Filter,High quality Air Filter for Hyundai Sportage,OEM-457336,Bosch,Hyundai,Sportage,2013,2018,4.21,40x35x20 cm,485.64,291.9
SKU-074042,NGK Timing Belt,High quality Timing Belt for Honda Corolla,OEM-281197,NGK,Honda,Corolla,2006,2013,3.3,46x33x5 cm,446.96,308.35
SKU-074043,Delphi Alternator,High quality Alternator for Mercedes X5,OEM-664367,Delphi,Mercedes,X5,2000,2005,1.09,49x31x11 cm,130.02,94.85
SKU-074044,Denso Timing Belt,High quality Timing Belt for Kia A4,OEM-793250,Denso,Kia,A4,2008,2009,13.2,27x26x16 cm,349.32,211.2
SKU-074045,Denso Brake Pad,High quality Brake Pad for Kia C-Class,OEM-538196,Denso,Kia,C-Class,2018,2021,1.4,29x24x11 cm,82.35,50.4
SKU-074046,SKF Timing Belt,High quality Timing Belt for Honda Sportage,OEM-337778,SKF,Honda,Sportage,2012,2014,1.73,48x46x6 cm,351.81,245.48
SKU-074047,Delphi Air Filter,High quality Air Filter for Hyundai Focus,OEM-259697,Delphi,Hyundai,Focus,2005,2008,6.49,44x39x7 cm,258.34,137.77
SKU-074048,Delphi Radiator,High quality Radiator for Toyota Corolla,OEM-659379,Delphi,Toyota,Corolla,2016,2018,1.81,30x38x22 cm,340.49,237.55
SKU-074049,SKF Air Filter,High quality Air Filter for Toyota Focus,OEM-627798,SKF,Toyota,Focus,2006,2007,4.05,17x16x8 cm,223.69,153.21
SKU-074050,NGK Spark Plug,High quality Spark Plug for Mercedes C-Class,OEM-678430,NGK,Mercedes,C-Class,2016,2021,10.61,41x14x24 cm,439.27,337.69
SKU-074051,Mahle Clutch Kit,High quality Clutch Kit for Honda Civic,OEM-893964,Mahle,Honda,Civic,2009,2014,6.75,44x28x18 cm,335.69,244.63
SKU-074052,Denso Oil Filter,High quality Oil Filter for Ford A4,OEM-544783,Denso,Ford,A4,2016,2018,14.19,24x23x6 cm,400.64,237.33
