SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-098000,SKF Radiator,High quality Radiator for BMW Focus,OEM-623618,SKF,BMW,Focus,2001,2006,12.88,37x27x18 cm,427.76,270.59
SKU-098001,Valeo Clutch Kit,High quality Clutch Kit for Honda Elantra,OEM-265707,Valeo,Honda,Elantra,2005,2008,10.73,27x21x9 cm,194.49,134.47
SKU-098002,Delphi Air Filter,High quality Air Filter for Toyota Civic,OEM-455021,Delphi,Toyota,Civic,2010,2017,9.77,45x38x23 cm,410.96,238.21
SKU-098003,Delphi Air Filter,High quality Air Filter for Ford Camry,OEM-398312,Delphi,Ford,Camry,2014,2019,5.06,36x50x14 cm,445.15,270.96
SKU-098004,Febi Timing Belt,High quality Timing Belt for Audi Camry,OEM-593242,Febi,Audi,Camry,2002,2005,2.3,36x22x20 cm,61.65,37.75
SKU-098005,SKF Oil Filter,High quality Oil Filter for Kia Civic,OEM-525533,SKF,Kia,Civic,2000,2007,8.52,18x29x16 cm,413.34,293.42
SKU-098006,Mahle Spark Plug,High quality Spark Plug for Mercedes A4,OEM-611055,Mahle,Mercedes,A4,2004,2006,9.32,27x37x27 cm,9.0,5.62
SKU-098007,Bosch Brake Pad,High quality Brake Pad for Mercedes A4,OEM-932930,Bosch,Mercedes,A4,2001,2002,11.46,32x14x22 cm,454.91,268.12
SKU-098008,Valeo Fuel Pump,High quality Fuel Pump for BMW Sportage,OEM-663044,Valeo,BMW,Sportage,2018,2020,1.7,28x44x9 cm,251.45,197.7
SKU-098009,Delphi Spark Plug,High quality Spark Plug for Kia X5,OEM-513069,Delphi,Kia,X5,2011,2016,5.29,21x26x6 cm,171.94,89.89
SKU-098010,Valeo Clutch Kit,High quality Clutch Kit for Hyundai Focus,OEM-267269,Valeo,Hyundai,Focus,2009,2010,10.74,36x11x29 cm,204.75,147.24
SKU-098011,Bosch Oil Filter,High quality Oil Filter for BMW X5,OEM-628749,Bosch,BMW,X5,2002,2003,1.27,18x34x27 cm,291.84,151.14
SKU-098012,Valeo Clutch Kit,High quality Clutch Kit for Kia Corolla,OEM-295003,Valeo,Kia,Corolla,2005,2008,1.25,37x18x25 cm,116.93,74.31
SKU-098013,NGK Brake Pad,High quality Brake Pad for Hyundai X5,OEM-866711,NGK,Hyundai,X5,2009,2016,13.06,48x41x30 cm,19.92,13.79
SKU-098014,NGK Spark Plug,High quality Spark Plug for Mercedes Corolla,OEM-936013,NGK,Mercedes,Corolla,2016,2021,11.38,14x18x9 cm,139.29,77.27
SKU-098015,Mahle Brake Pad,High quality Brake Pad for BMW C-Class,OEM-440750,Mahle,BMW,C-Class,2008,2014,5.67,49x38x16 cm,31.92,17.28
SKU-098016,Bosch Radiator,High quality Radiator for Audi Camry,OEM-539705,Bosch,Audi,Camry,2013,2017,0.81,11x49x27 cm,344.06,224.74
SKU-098017,SKF Oil Filter,High quality Oil Filter for Audi A4,OEM-997886,SKF,Audi,A4,2013,2020,3.42,33x49x12 cm,230.41,166.07
SKU-098018,Bosch Alternator,High quality Alternator for Toyota Civic,OEM-791985,Bosch,Toyota,Civic,2016,2021,14.95,46x41x11 cm,484.98,243.22
SKU-098019,Delphi Brake Pad,High quality Brake Pad for Honda Elantra,OEM-591207,Delphi,Honda,Elantra,2006,2010,5.84,42x47x14 cm,471.29,305.6
SKU-098020,Denso Oil Filter,High quality Oil Filter for Honda C-Class,OEM-306167,Denso,Honda,C-Class,2011,2013,13.77,46x50x26 cm,96.47,73.42
SKU-098021,Bosch Air Filter,High quality Air Filter for Mercedes Sportage,OEM-300260,Bosch,Mercedes,Sportage,2015,2022,14.16,50x28x22 cm,427.17,262.22
SKU-098022,Delphi Air Filter,High quality Air Filter for Kia Elantra,OEM-702910,Delphi,Kia,Elantra,2006,2007,8.5,18x47x18 cm,330.15,209.87
SKU-098023,SKF Air Filter,High quality Air Filter for Honda X5,OEM-397328,SKF,Honda,X5,2015,2021,2.86,45x15x30 cm,380.97,240.98
SKU-098024,Denso Radiator,High quality Radiator for Hyundai Civic,OEM-840707,Denso,Hyundai,Civic,2002,2006,2.82,39x15x26 cm,79.02,48.74
SKU-098025,Mahle Timing Belt,High quality Timing Belt for Mercedes Elantra,OEM-230516,Mahle,Mercedes,Elantra,2000,2003,14.84,46x34x25 cm,465.97,312.56
SKU-098026,Valeo Fuel Pump,High quality Fuel Pump for Ford Elantra,OEM-891510,Valeo,Ford,Elantra,2004,2008,12.31,18x33x6 cm,453.25,255.26
SKU-098027,Valeo Brake Pad,High quality Brake Pad for Ford Focus,OEM-620519,Valeo,Ford,Focus,2010,2013,5.27,42x44x10 cm,494.72,301.82
SKU-098028,Bosch Shock Absorber,High quality Shock Absorber for Hyundai C-Class,OEM-239975,Bosch,Hyundai,C-Class,2016,2023,12.26,31x42x23 cm,6.42,4.61
SKU-098029,Delphi Clutch Kit,High quality Clutch Kit for Kia Sportage,OEM-504970,Delphi,Kia,Sportage,2015,2018,7.2,21x47x16 cm,306.07,186.22
SKU-098030,Denso Timing Belt,High quality Timing Belt for Kia Corolla,OEM-624244,Denso,Kia,Corolla,2006,2013,0.91,42x12x6 cm,473.0,275.61
SKU-098031,Febi Fuel Pump,High quality Fuel Pump for Audi Civic,OEM-787240,Febi,Audi,Civic,2001,2004,7.94,17x38x5 cm,385.98,294.01
SKU-098032,Bosch Timing Belt,High quality Timing Belt for BMW C-Class,OEM-631941,Bosch,BMW,C-Class,2011,2012,4.07,26x48x26 cm,180.2,134.08
SKU-098033,Delphi Clutch Kit,High quality Clutch Kit for Mercedes C-Class,OEM-593240,Delphi,Mercedes,C-Class,2016,2018,9.05,26x15x15 cm,220.97,158.68
SKU-098034,Bosch Alternator,High quality Alternator for Hyundai Civic,OEM-536231,Bosch,Hyundai,Civic,2000,2003,9.46,47x37x19 cm,249.56,179.76
SKU-098035,SKF Fuel Pump,High quality Fuel Pump for Ford Focus,OEM-463899,SKF,Ford,Focus,2009,2011,2.72,36x33x16 cm,158.37,82.4
SKU-098036,Denso Fuel Pump,High quality Fuel Pump for Mercedes Focus,OEM-874388,Denso,Mercedes,Focus,2016,2021,9.58,39x25x7 cm,148.49,116.0
SKU-098037,Valeo Oil Filter,High quality Oil Filter for Honda Corolla,OEM-255118,Valeo,Honda,Corolla,2002,2008,6.99,35x16x17 cm,453.72,279.96
SKU-098038,Valeo Shock Absorber,High quality Shock Absorber for Hyundai X5,OEM-467725,Valeo,Hyundai,X5,2008,2011,2.25,41x35x24 cm,46.6,32.91
SKU-098039,Bosch Oil Filter,High quality Oil Filter for Hyundai Camry,OEM-308582,Bosch,Hyundai,Camry,2017,2020,11.11,13x28x24 cm,173.37,124.63
SKU-098040,Bosch Alternator,High quality Alternator for Kia Elantra,OEM-486833,Bosch,Kia,Elantra,2003,2004,5.09,48x16x18 cm,60.63,48.0
SKU-098041,NGK Fuel Pump,High quality Fuel Pump for Kia Camry,OEM-130196,NGK,Kia,Camry,2000,2001,12.4,44x16x12 cm,403.42,282.56
SKU-098042,Valeo Shock Absorber,High quality Shock Absorber for Honda X5,OEM-569526,Valeo,Honda,X5,2014,2020,3.59,39x19x30 cm,6.65,3.44
SKU-098043,Denso Timing Belt,High quality Timing Belt for Mercedes X5,OEM-286552,Denso,Mercedes,X5,2000,2007,4.47,30x26x20 cm,11.31,6.62
SKU-098044,Delphi Timing Belt,High quality Timing Belt for Honda Camry,OEM-246205,Delphi,Honda,Camry,2016,2018,2.47,48x12x9 cm,219.9,118.15
SKU-098045,Mahle Clutch Kit,High quality Clutch Kit for BMW Civic,OEM-224771,Mahle,BMW,Civic,2009,2011,13.76,23x24x8 cm,249.71,189.31
