SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-044000,Mahle Clutch Kit,High quality Clutch Kit for BMW C-Class,OEM-679365,Mahle,BMW,C-Class,2001,2005,2.59,18x20x9 cm,394.34,253.52
SKU-044001,SKF Fuel Pump,High quality Fuel Pump for Kia Elantra,OEM-449376,SKF,Kia,Elantra,2003,2006,11.69,21x14x30 cm,310.55,190.2
SKU-044002,SKF Brake Pad,High quality Brake Pad for BMW Focus,OEM-816673,SKF,BMW,Focus,2002,2005,4.95,12x34x23 cm,105.21,80.29
SKU-044003,Mahle Air Filter,High quality Air Filter for Ford X5,OEM-452121,Mahle,Ford,X5,2007,2010,9.99,22x18x18 cm,5.04,3.01
SKU-044004,Mahle Oil Filter,High quality Oil Filter for Kia C-Class,OEM-551774,Mahle,Kia,C-Class,2011,2017,2.06,35x50x25 cm,456.12,360.31
SKU-044005,Bosch Radiator,High quality Radiator for Mercedes Camry,OEM-110688,Bosch,Mercedes,Camry,2000,2002,9.69,31x13x21 cm,42.98,23.46
SKU-044006,Bosch Oil Filter,High quality Oil Filter for Honda Civic,OEM-863708,Bosch,Honda,Civic,2000,2006,14.41,12x12x8 cm,298.15,224.41
SKU-044007,Febi Clutch Kit,High quality Clutch Kit for Ford Elantra,OEM-460772,Febi,Ford,Elantra,2004,2006,10.24,26x13x25 cm,460.14,242.98
SKU-044008,Delphi Alternator,High quality Alternator for Kia A4,OEM-787615,Delphi,Kia,A4,2015,2020,2.55,46x43x7 cm,120.02,89.7
SKU-044009,Febi Oil Filter,High quality Oil Filter for BMW Elantra,OEM-490696,Febi,BMW,Elantra,2013,2020,12.1,43x47x18 cm,366.94,226.13
SKU-044010,Denso Spark Plug,High quality Spark Plug for Toyota Corolla,OEM-323271,Denso,Toyota,Corolla,2017,2020,7.56,40x31x9 cm,313.15,247.31
SKU-044011,Delphi Shock Absorber,High quality Shock Absorber for Mercedes Camry,OEM-787305,Delphi,Mercedes,Camry,2007,2014,3.2,42x42x12 cm,83.57,65.39
SKU-044012,Delphi Clutch Kit,High quality Clutch Kit for Toyota Corolla,OEM-623734,Delphi,Toyota,Corolla,2015,2017,0.83,38x14x29 cm,398.96,212.94
SKU-044013,Febi Fuel Pump,High quality Fuel Pump for Audi X5,OEM-648453,Febi,Audi,X5,2014,2016,10.89,44x46x12 cm,440.01,284.06
SKU-044014,NGK Clutch Kit,High quality Clutch Kit for Ford Civic,OEM-387133,NGK,Ford,Civic,2008,2015,5.14,20x32x5 cm,446.73,289.81
SKU-044015,Denso Radiator,High quality Radiator for Toyota Elantra,OEM-697492,Denso,Toyota,Elantra,2018,2020,13.61,40x49x18 cm,150.13,78.96
SKU-044016,Denso Timing Belt,High quality Timing Belt for Toyota X5,OEM-613880,Denso,Toyota,X5,2004,2007,13.11,38x27x18 cm,238.84,151.64
