SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-072000,Delphi Timing Belt,High quality Timing Belt for Mercedes Camry,OEM-831877,Delphi,Mercedes,Camry,2017,2018,1.23,46x10x5 cm,428.88,221.86
SKU-072001,Valeo Air Filter,High quality Air Filter for Kia Camry,OEM-588957,Valeo,Kia,Camry,2015,2020,8.73,48x30x18 cm,470.9,348.79
SKU-072002,NGK Spark Plug,High quality Spark Plug for Honda X5,OEM-525234,NGK,Honda,X5,2003,2006,6.17,23x37x7 cm,382.43,259.48
SKU-072003,Bosch Shock Absorber,High quality Shock Absorber for Audi C-Class,OEM-513123,Bosch,Audi,C-Class,2012,2013,12.63,32x49x22 cm,334.44,186.2
SKU-072004,Valeo Oil Filter,High quality Oil Filter for Toyota Civic,OEM-790733,Valeo,Toyota,Civic,2015,2018,0.45,34x13x30 cm,491.49,267.05
SKU-072005,Delphi Fuel Pump,High quality Fuel Pump for Honda Camry,OEM-262762,Delphi,Honda,Camry,2017,2023,10.67,33x50x10 cm,421.22,238.53
SKU-072006,Febi Radiator,High quality Radiator for Ford Sportage,OEM-603246,Febi,Ford,Sportage,2008,2013,7.51,46x41x29 cm,154.45,120.4
SKU-072007,Valeo Fuel Pump,High quality Fuel Pump for Ford X5,OEM-180054,Valeo,Ford,X5,2014,2021,5.1,29x41x11 cm,213.39,113.96
SKU-072008,NGK Fuel Pump,High quality Fuel Pump for Audi Sportage,OEM-294672,NGK,Audi,Sportage,2013,2015,11.81,40x17x26 cm,381.7,286.01
SKU-072009,NGK Radiator,High quality Radiator for Kia C-Class,OEM-112548,NGK,Kia,C-Class,2003,2010,4.27,26x17x13 cm,408.18,317.58
SKU-072010,Valeo Alternator,High quality Alternator for Honda C-Class,OEM-256072,Valeo,Honda,C-Class,2009,2016,2.36,30x10x14 cm,406.07,235.59
SKU-072011,Valeo Spark Plug,High quality Spark Plug for Kia Focus,OEM-643854,Valeo,Kia,Focus,2014,2021,14.75,38x37x22 cm,455.68,270.0
