SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-034000,Bosch Oil Filter,High quality Oil Filter for Honda X5,OEM-706965,Bosch,Honda,X5,2006,2008,3.37,38x42x7 cm,181.16,123.93
SKU-034001,Denso Brake Pad,High quality Brake Pad for Mercedes Camry,OEM-853813,Denso,Mercedes,Camry,2012,2014,1.23,22x40x23 cm,183.19,131.35
SKU-034002,Valeo Timing Belt,High quality Timing Belt for Ford A4,OEM-387214,Valeo,Ford,A4,2005,2012,5.18,36x17x8 cm,325.26,193.23
SKU-034003,Mahle Brake Pad,High quality Brake Pad for Mercedes C-Class,OEM-592553,Mahle,Mercedes,C-Class,2002,2007,3.28,15x45x12 cm,143.02,80.11
SKU-034004,SKF Clutch Kit,High quality Clutch Kit for Honda A4,OEM-804596,SKF,Honda,A4,2009,2011,9.47,28x47x15 cm,61.36,36.61
SKU-034005,Valeo Shock Absorber,High quality Shock Absorber for Toyota Corolla,OEM-185723,Valeo,Toyota,Corolla,2010,2016,14.38,18x26x17 cm,386.25,291.54
SKU-034006,Denso Air Filter,High quality Air Filter for Hyundai X5,OEM-137515,Denso,Hyundai,X5,2014,2016,4.61,44x20x15 cm,158.7,102.81
SKU-034007,NGK Timing Belt,High quality Timing Belt for Toyota A4,OEM-319889,NGK,Toyota,A4,2011,2017,0.75,32x41x17 cm,454.4,299.44
SKU-034008,Febi Timing Belt,High quality Timing Belt for Ford Sportage,OEM-479104,Febi,Ford,Sportage,2007,2009,8.8,50x22x25 cm,379.02,217.45
SKU-034009,Febi Oil Filter,High quality Oil Filter for Mercedes A4,OEM-440068,Febi,Mercedes,A4,2004,2010,14.2,23x31x11 cm,269.99,152.76
SKU-034010,Mahle Timing Belt,High quality Timing Belt for BMW Civic,OEM-690591,Mahle,BMW,Civic,2008,2009,14.5,36x26x23 cm,489.64,336.87
SKU-034011,Delphi Spark Plug,High quality Spark Plug for Toyota Corolla,OEM-775557,Delphi,Toyota,Corolla,2012,2018,0.51,27x47x29 cm,331.9,231.58
SKU-034012,Delphi Fuel Pump,High quality Fuel Pump for Audi Elantra,OEM-729059,Delphi,Audi,Elantra,2011,2014,5.21,48x14x16 cm,142.83,89.1
SKU-034013,SKF Timing Belt,High quality Timing Belt for Kia Camry,OEM-403155,SKF,Kia,Camry,2014,2017,9.77,35x46x20 cm,207.94,158.15
