SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-088000,Delphi Timing Belt,High quality Timing Belt for Kia Camry,OEM-903550,Delphi,Kia,Camry,2014,2018,11.86,14x18x17 cm,23.46,13.99
SKU-088001,Denso Clutch Kit,High quality Clutch Kit for Audi Corolla,OEM-940395,Denso,Audi,Corolla,2010,2012,7.15,48x28x12 cm,180.44,141.87
SKU-088002,Febi Spark Plug,High quality Spark Plug for Mercedes Elantra,OEM-768492,Febi,Mercedes,Elantra,2000,2006,3.89,35x40x24 cm,253.59,193.98
SKU-088003,NGK Fuel Pump,High quality Fuel Pump for Ford C-Class,OEM-443338,NGK,Ford,C-Class,2018,2020,4.19,30x44x18 cm,19.24,9.85
SKU-088004,Denso Brake Pad,High quality Brake Pad for Hyundai Civic,OEM-468545,Denso,Hyundai,Civic,2006,2007,0.69,28x21x7 cm,141.58,98.4
SKU-088005,Febi Spark Plug,High quality Spark Plug for Hyundai Elantra,OEM-204715,Febi,Hyundai,Elantra,2014,2021,10.96,32x34x21 cm,8.07,5.24
SKU-088006,Delphi Alternator,High quality Alternator for Hyundai Civic,OEM-115208,Delphi,Hyundai,Civic,2017,2020,12.45,41x11x14 cm,258.21,160.78
SKU-088007,SKF Shock Absorber,High quality Shock Absorber for BMW C-Class,OEM-835525,SKF,BMW,C-Class,2000,2005,3.7,25x35x19 cm,298.82,215.33
SKU-088008,SKF Air Filter,High quality Air Filter for Honda Corolla,OEM-352726,SKF,Honda,Corolla,2012,2013,13.94,13x50x24 cm,209.18,149.29
SKU-088009,NGK Brake Pad,High quality Brake Pad for Kia Corolla,OEM-834753,NGK,Kia,Corolla,2013,2016,8.6,48x30x19 cm,170.09,105.62
SKU-088010,Febi Air Filter,High quality Air Filter for Mercedes Elantra,OEM-156786,Febi,Mercedes,Elantra,2002,2004,3.88,20x31x11 cm,459.43,248.45
SKU-088011,Febi Fuel Pump,High quality Fuel Pump for BMW A4,OEM-828347,Febi,BMW,A4,2014,2019,14.21,19x50x23 cm,140.1,106.58
SKU-088012,Denso Radiator,High quality Radiator for Kia Camry,OEM-328813,Denso,Kia,Camry,2008,2013,8.97,22x44x14 cm,126.99,95.01
SKU-088013,Delphi Spark Plug,High quality Spark Plug for Audi C-Class,OEM-301747,Delphi,Audi,C-Class,2002,2003,7.45,30x34x28 cm,459.73,240.44
SKU-088014,Valeo Oil Filter,High quality Oil Filter for Audi A4,OEM-585951,Valeo,Audi,A4,2018,2024,14.55,40x36x27 cm,355.83,210.57
SKU-088015,Valeo Shock Absorber,High quality Shock Absorber for Ford Sportage,OEM-819174,Valeo,Ford,Sportage,2002,2007,7.68,17x49x17 cm,209.89,159.44
SKU-088016,Febi Spark Plug,High quality Spark Plug for Mercedes Sportage,OEM-161042,Febi,Mercedes,Sportage,2017,2022,2.98,28x38x28 cm,425.89,220.73
