SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-060000,Febi Fuel Pump,High quality Fuel Pump for Ford Civic,OEM-580982,Febi,Ford,Civic,2014,2019,9.44,43x21x14 cm,466.07,324.44
SKU-060001,Valeo Oil Filter,High quality Oil Filter for Kia Civic,OEM-615119,Valeo,Kia,Civic,2015,2020,7.94,42x44x16 cm,296.38,199.52
SKU-060002,Delphi Air Filter,High quality Air Filter for Audi A4,OEM-341167,Delphi,Audi,A4,2017,2019,0.94,22x17x12 cm,263.13,145.29
SKU-060003,Bosch Brake Pad,High quality Brake Pad for Honda X5,OEM-237732,Bosch,Honda,X5,2017,2023,10.44,21x11x29 cm,489.07,267.74
SKU-060004,Bosch Spark Plug,High quality Spark Plug for Audi Focus,OEM-445654,Bosch,Audi,Focus,2003,2004,9.72,46x43x26 cm,323.86,217.65
SKU-060005,Mahle Clutch Kit,High quality Clutch Kit for Toyota Elantra,OEM-151951,Mahle,Toyota,Elantra,2005,2012,10.5,15x43x20 cm,98.73,71.61
SKU-060006,NGK Radiator,High quality Radiator for Audi Corolla,OEM-130361,NGK,Audi,Corolla,2007,2008,12.37,26x27x11 cm,212.56,118.81
SKU-060007,SKF Radiator,High quality Radiator for Audi Elantra,OEM-205398,SKF,Audi,Elantra,2009,2011,6.89,29x39x9 cm,404.63,226.83
SKU-060008,Bosch Radiator,High quality Radiator for Honda Focus,OEM-654332,Bosch,Honda,Focus,2017,2021,5.88,11x15x28 cm,162.67,86.74
SKU-060009,SKF Air Filter,High quality Air Filter for Toyota Camry,OEM-489536,SKF,Toyota,Camry,2001,2003,7.59,39x37x7 cm,499.6,329.79
SKU-060010,Febi Brake Pad,High quality Brake Pad for Hyundai Focus,OEM-136930,Febi,Hyundai,Focus,2009,2012,10.89,10x15x27 cm,56.1,35.56
SKU-060011,Delphi Shock Absorber,High quality Shock Absorber for Honda Sportage,OEM-469970,Delphi,Honda,Sportage,2012,2017,10.65,13x23x16 cm,458.38,356.59
SKU-060012,Delphi Shock Absorber,High quality Shock Absorber for BMW Corolla,OEM-201175,Delphi,BMW,Corolla,2016,2020,13.71,33x17x15 cm,371.37,211.42
SKU-060013,Delphi Air Filter,High quality Air Filter for Kia Sportage,OEM-401885,Delphi,Kia,Sportage,2000,2001,7.33,22x10x17 cm,9.89,7.47
SKU-060014,NGK Spark Plug,High quality Spark Plug for Audi Civic,OEM-836441,NGK,Audi,Civic,2004,2008,14.57,11x21x27 cm,320.5,186.06
SKU-060015,Valeo Radiator,High quality Radiator for Honda Civic,OEM-934763,Valeo,Honda,Civic,2007,2014,0.81,24x33x7 cm,411.89,302.44
SKU-060016,Febi Fuel Pump,High quality Fuel Pump for Hyundai X5,OEM-655173,Febi,Hyundai,X5,2018,2022,13.1,26x36x11 cm,427.25,294.99
SKU-060017,Delphi Fuel Pump,High quality Fuel Pump for Kia Sportage,OEM-128350,Delphi,Kia,Sportage,2003,2004,2.28,34x17x5 cm,280.16,189.61
SKU-060018,NGK Spark Plug,High quality Spark Plug for Hyundai Civic,OEM-422550,NGK,Hyundai,Civic,2000,2007,4.85,27x45x19 cm,23.9,14.55
SKU-060019,Denso Spark Plug,High quality Spark Plug for Mercedes Civic,OEM-909994,Denso,Mercedes,Civic,2013,2016,6.54,28x22x18 cm,398.31,220.62
SKU-060020,Delphi Oil Filter,High quality Oil Filter for Kia Camry,OEM-510165,Delphi,Kia,Camry,2005,2008,12.36,15x50x29 cm,157.79,91.57
SKU-060021,Delphi Alternator,High quality Alternator for Ford Camry,OEM-342151,Delphi,Ford,Camry,2002,2008,14.18,44x47x21 cm,336.11,256.91
SKU-060022,Delphi Clutch Kit,High quality Clutch Kit for Toyota Sportage,OEM-130693,Delphi,Toyota,Sportage,2006,2009,4.16,21x37x18 cm,412.92,288.82
SKU-060023,Bosch Shock Absorber,High quality Shock Absorber for Audi Focus,OEM-844973,Bosch,Audi,Focus,2017,2020,11.35,16x22x7 cm,351.95,238.14
SKU-060024,Febi Alternator,High quality Alternator for Hyundai Elantra,OEM-769490,Febi,Hyundai,Elantra,2000,2003,8.92,13x12x21 cm,114.47,89.6
SKU-060025,SKF Spark Plug,High quality Spark Plug for Audi Sportage,OEM-270399,SKF,Audi,Sportage,2009,2013,13.76,25x27x11 cm,326.82,230.43
SKU-060026,Mahle Oil Filter,High quality Oil Filter for Ford Focus,OEM-629920,Mahle,Ford,Focus,2010,2014,10.69,27x20x22 cm,405.11,317.41
SKU-060027,Denso Brake Pad,High quality Brake Pad for Mercedes Corolla,OEM-200259,Denso,Mercedes,Corolla,2005,2010,4.27,14x14x17 cm,62.53,32.27
SKU-060028,NGK Air Filter,High quality Air Filter for BMW Corolla,OEM-720499,NGK,BMW,Corolla,2006,2009,5.95,17x17x27 cm,373.62,217.74
SKU-060029,Bosch Air Filter,High quality Air Filter for Audi Civic,OEM-427793,Bosch,Audi,Civic,2005,2007,6.78,15x23x8 cm,300.0,202.02
SKU-060030,Bosch Spark Plug,High quality Spark Plug for Toyota A4,OEM-950133,Bosch,Toyota,A4,2014,2016,12.6,27x48x17 cm,323.97,244.88
SKU-060031,Delphi Fuel Pump,High quality Fuel Pump for Audi X5,OEM-237400,Delphi,Audi,X5,2000,2001,14.94,40x32x8 cm,470.65,363.13
SKU-060032,Valeo Oil Filter,High quality Oil Filter for Hyundai Focus,OEM-559157,Valeo,Hyundai,Focus,2001,2006,1.63,34x16x16 cm,465.42,248.46
SKU-060033,Denso Brake Pad,High quality Brake Pad for Kia C-Class,OEM-418573,Denso,Kia,C-Class,2010,2011,2.59,17x31x28 cm,5.19,3.3
SKU-060034,NGK Timing Belt,High quality Timing Belt for Audi Corolla,OEM-340167,NGK,Audi,Corolla,2012,2019,3.47,32x18x30 cm,179.45,142.83
SKU-060035,Bosch Shock Absorber,High quality Shock Absorber for BMW Camry,OEM-844130,Bosch,BMW,Camry,2003,2006,8.98,15x38x10 cm,52.39,38.26
SKU-060036,SKF Clutch Kit,High quality Clutch Kit for Ford Elantra,OEM-867214,SKF,Ford,Elantra,2015,2019,14.99,50x32x8 cm,381.34,292.35
SKU-060037,Delphi Fuel Pump,High quality Fuel Pump for Mercedes Civic,OEM-208059,Delphi,Mercedes,Civic,2002,2006,4.99,15x21x14 cm,170.09,95.49
SKU-060038,Delphi Shock Absorber,High quality Shock Absorber for Hyundai Camry,OEM-429156,Delphi,Hyundai,Camry,2009,2015,3.77,32x10x19 cm,109.93,63.75
SKU-060039,Denso Timing Belt,High quality Timing Belt for Ford Corolla,OEM-176866,Denso,Ford,Corolla,2006,2008,14.51,38x15x30 cm,447.86,272.89
SKU-060040,Denso Air Filter,High quality Air Filter for Kia Focus,OEM-385471,Denso,Kia,Focus,2000,2006,7.59,35x17x15 cm,191.41,109.0
