SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-006000,NGK Radiator,High quality Radiator for Kia Civic,OEM-685213,NGK,Kia,Civic,2005,2011,0.76,35x40x6 cm,23.96,13.58
SKU-006001,Mahle Shock Absorber,High quality Shock Absorber for Audi Sportage,OEM-579647,Mahle,Audi,Sportage,2006,2008,7.66,33x34x14 cm,304.37,202.71
SKU-006002,Denso Air Filter,High quality Air Filter for Toyota C-Class,OEM-918474,Denso,Toyota,C-Class,2016,2022,3.69,47x12x13 cm,203.01,136.52
SKU-006003,SKF Clutch Kit,High quality Clutch Kit for Audi Civic,OEM-999049,SKF,Audi,Civic,2011,2015,12.03,31x22x21 cm,49.35,25.18
SKU-006004,Denso Alternator,High quality Alternator for BMW Elantra,OEM-331761,Denso,BMW,Elantra,2011,2015,5.57,36x37x29 cm,214.51,161.56
SKU-006005,Febi Air Filter,High quality Air Filter for Mercedes Elantra,OEM-526767,Febi,Mercedes,Elantra,2009,2013,4.79,47x46x15 cm,162.09,109.46
SKU-006006,Valeo Spark Plug,High quality Spark Plug for Hyundai Focus,OEM-379116,Valeo,Hyundai,Focus,2014,2020,10.1,32x25x6 cm,243.0,192.31
SKU-006007,Mahle Spark Plug,High quality Spark Plug for Honda X5,OEM-188727,Mahle,Honda,X5,2018,2024,1.57,25x29x30 cm,483.86,365.63
SKU-006008,Delphi Shock Absorber,High quality Shock Absorber for Ford A4,OEM-659542,Delphi,Ford,A4,2012,2013,3.35,17x50x28 cm,175.35,96.99
SKU-006009,Bosch Brake Pad,High quality Brake Pad for Kia Focus,OEM-825216,Bosch,Kia,Focus,2009,2012,9.83,25x41x25 cm,386.85,204.07
SKU-006010,NGK Alternator,High quality Alternator for Mercedes Civic,OEM-305290,NGK,Mercedes,Civic,2003,2010,10.66,37x30x14 cm,117.45,83.77
SKU-006011,Valeo Shock Absorber,High quality Shock Absorber for BMW Camry,OEM-730701,Valeo,BMW,Camry,2003,2004,5.72,49x50x8 cm,29.45,22.48
SKU-006012,Febi Fuel Pump,High quality Fuel Pump for Ford A4,OEM-741966,Febi,Ford,A4,2006,2012,5.5,13x42x8 cm,412.65,236.77
SKU-006013,Febi Spark Plug,High quality Spark Plug for Kia Focus,OEM-670514,Febi,Kia,Focus,2001,2004,13.54,32x40x19 cm,398.39,246.85
SKU-006014,SKF Alternator,High quality Alternator for Ford Camry,OEM-739906,SKF,Ford,Camry,2018,2019,12.15,12x14x17 cm,129.33,79.72
SKU-006015,NGK Fuel Pump,High quality Fuel Pump for Audi Civic,OEM-541639,NGK,Audi,Civic,2017,2023,2.88,41x32x23 cm,458.94,232.89
SKU-006016,Bosch Brake Pad,High quality Brake Pad for Audi Elantra,OEM-274887,Bosch,Audi,Elantra,2011,2014,1.31,38x45x19 cm,368.95,271.96
SKU-006017,Valeo Brake Pad,High quality Brake Pad for Hyundai Camry,OEM-992000,Valeo,Hyundai,Camry,2002,2005,12.51,16x28x29 cm,90.44,63.69
SKU-006018,Denso Brake Pad,High quality Brake Pad for Honda Corolla,OEM-396960,Denso,Honda,Corolla,2013,2016,3.02,46x32x13 cm,449.87,333.55
SKU-006019,Delphi Air Filter,High quality Air Filter for Honda Elantra,OEM-225916,Delphi,Honda,Elantra,2010,2017,11.41,41x44x28 cm,264.26,153.68
SKU-006020,Bosch Timing Belt,High quality Timing Belt for Kia Sportage,OEM-951336,Bosch,Kia,Sportage,2014,2018,1.21,37x24x20 cm,302.99,208.23
SKU-006021,Febi Fuel Pump,High quality Fuel Pump for Ford Camry,OEM-560672,Febi,Ford,Camry,2002,2003,9.15,38x30x26 cm,479.83,335.62
SKU-006022,Valeo Clutch Kit,High quality Clutch Kit for Honda Corolla,OEM-178859,Valeo,Honda,Corolla,2005,2011,4.24,18x33x7 cm,17.37,13.78
SKU-006023,Valeo Oil Filter,High quality Oil Filter for Ford X5,OEM-593024,Valeo,Ford,X5,2002,2006,11.07,43x22x24 cm,45.57,30.08
SKU-006024,SKF Fuel Pump,High quality Fuel Pump for Ford A4,OEM-126243,SKF,Ford,A4,2000,2003,2.98,26x28x13 cm,324.01,217.0
SKU-006025,Febi Timing Belt,High quality Timing Belt for Hyundai Elantra,OEM-627639,Febi,Hyundai,Elantra,2005,2007,7.95,46x29x15 cm,254.18,142.53
SKU-006026,NGK Brake Pad,High quality Brake Pad for Kia Focus,OEM-672603,NGK,Kia,Focus,2014,2017,1.33,16x12x5 cm,56.77,42.75
SKU-006027,Bosch Fuel Pump,High quality Fuel Pump for BMW Corolla,OEM-791700,Bosch,BMW,Corolla,2017,2019,14.22,23x36x17 cm,67.89,54.04
SKU-006028,Denso Radiator,High quality Radiator for Hyundai Camry,OEM-832270,Denso,Hyundai,Camry,2016,2017,9.15,27x21x24 cm,98.89,70.51
