SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-048000,Bosch Fuel Pump,High quality Fuel Pump for Kia Focus,OEM-921309,Bosch,Kia,Focus,2001,2007,9.22,27x22x8 cm,299.5,190.73
SKU-048001,Bosch Timing Belt,High quality Timing Belt for Audi Elantra,OEM-193578,Bosch,Audi,Elantra,2016,2019,5.72,10x37x19 cm,163.45,85.71
SKU-048002,NGK Timing Belt,High quality Timing Belt for Audi Corolla,OEM-512292,NGK,Audi,Corolla,2006,2009,0.68,22x34x28 cm,299.54,217.04
SKU-048003,Delphi Spark Plug,High quality Spark Plug for Audi Focus,OEM-760421,Delphi,Audi,Focus,2001,2006,2.71,45x31x24 cm,297.22,198.92
SKU-048004,Denso Brake Pad,High quality Brake Pad for Ford C-Class,OEM-400814,Denso,Ford,C-Class,2010,2011,1.08,26x11x5 cm,450.49,267.26
SKU-048005,NGK Air Filter,High quality Air Filter for Hyundai Sportage,OEM-492059,NGK,Hyundai,Sportage,2003,2010,7.97,13x18x22 cm,95.51,66.64
SKU-048006,NGK Radiator,High quality Radiator for Honda Elantra,OEM-812965,NGK,Honda,Elantra,2017,2023,3.02,17x43x18 cm,275.82,145.14
SKU-048007,Delphi Brake Pad,High quality Brake Pad for BMW A4,OEM-513247,Delphi,BMW,A4,2002,2007,4.09,16x42x7 cm,110.67,55.76
SKU-048008,Bosch Clutch Kit,High quality Clutch Kit for Audi Civic,OEM-290737,Bosch,Audi,Civic,2010,2016,9.68,38x25x29 cm,46.77,34.14
SKU-048009,Denso Shock Absorber,High quality Shock Absorber for Ford Camry,OEM-913613,Denso,Ford,Camry,2016,2021,13.25,25x46x23 cm,478.27,332.77
SKU-048010,Bosch Spark Plug,High quality Spark Plug for BMW C-Class,OEM-622811,Bosch,BMW,C-Class,2012,2015,6.31,11x42x15 cm,164.37,106.26
SKU-048011,NGK Clutch Kit,High quality Clutch Kit for Audi Civic,OEM-630083,NGK,Audi,Civic,2011,2015,10.48,22x28x16 cm,464.79,347.79
SKU-048012,NGK Spark Plug,High quality Spark Plug for BMW A4,OEM-909720,NGK,BMW,A4,2002,2004,3.78,18x20x8 cm,412.55,307.0
SKU-048013,Denso Clutch Kit,High quality Clutch Kit for Kia Civic,OEM-243850,Denso,Kia,Civic,2009,2010,2.46,31x43x23 cm,227.31,120.35
SKU-048014,Febi Brake Pad,High quality Brake Pad for Mercedes Focus,OEM-561817,Febi,Mercedes,Focus,2008,2013,12.19,27x37x20 cm,404.28,271.56
SKU-048015,Denso Fuel Pump,High quality Fuel Pump for Kia Civic,OEM-215227,Denso,Kia,Civic,2003,2009,5.14,11x44x23 cm,114.53,76.22
SKU-048016,Mahle Timing Belt,High quality Timing Belt for Honda Civic,OEM-263373,Mahle,Honda,Civic,2003,2010,8.5,29x31x7 cm,465.04,260.53
SKU-048017,Febi Air Filter,High quality Air Filter for Toyota X5,OEM-138573,Febi,Toyota,X5,2005,2009,2.13,48x21x26 cm,351.84,234.7
SKU-048018,Febi Air Filter,High quality Air Filter for Audi Corolla,OEM-872187,Febi,Audi,Corolla,2017,2018,13.49,22x34x9 cm,144.14,97.91
SKU-048019,Delphi Radiator,High quality Radiator for Toyota Camry,OEM-255354,Delphi,Toyota,Camry,2002,2003,11.84,50x50x26 cm,415.43,287.23
SKU-048020,Febi Timing Belt,High quality Timing Belt for Hyundai Focus,OEM-416033,Febi,Hyundai,Focus,2009,2015,2.41,37x17x25 cm,286.99,152.14
SKU-048021,Mahle Shock Absorber,High quality Shock Absorber for Honda C-Class,OEM-802584,Mahle,Honda,C-Class,2007,2011,1.16,16x25x8 cm,224.61,174.07
SKU-048022,NGK Brake Pad,High quality Brake Pad for Audi Corolla,OEM-816138,NGK,Audi,Corolla,2017,2020,2.25,24x45x5 cm,148.11,109.28
SKU-048023,Delphi Alternator,High quality Alternator for Toyota Focus,OEM-514186,Delphi,Toyota,Focus,2015,2020,4.31,31x12x10 cm,223.28,149.11
SKU-048024,Delphi Radiator,High quality Radiator for Ford Corolla,OEM-203842,Delphi,Ford,Corolla,2008,2013,8.35,26x27x11 cm,243.06,152.65
SKU-048025,Delphi Fuel Pump,High quality Fuel Pump for Audi Focus,OEM-822825,Delphi,Audi,Focus,2006,2012,7.93,43x12x23 cm,212.96,162.46
