SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-080000,SKF Timing Belt,High quality Timing Belt for Kia Focus,OEM-263359,SKF,Kia,Focus,2000,2002,11.1,18x38x6 cm,41.47,29.79
SKU-080001,Febi Shock Absorber,High quality Shock Absorber for Ford X5,OEM-829501,Febi,Ford,X5,2017,2020,3.58,45x43x9 cm,246.6,135.42
SKU-080002,Valeo Clutch Kit,High quality Clutch Kit for Honda X5,OEM-217633,Valeo,Honda,X5,2012,2013,6.03,14x30x10 cm,455.87,283.94
SKU-080003,NGK Spark Plug,High quality Spark Plug for Toyota Focus,OEM-456439,NGK,Toyota,Focus,2017,2020,6.36,49x30x27 cm,144.58,95.1
SKU-080004,Valeo Timing Belt,High quality Timing Belt for Hyundai A4,OEM-348180,Valeo,Hyundai,A4,2016,2022,9.24,25x39x24 cm,391.77,312.87
SKU-080005,Valeo Brake Pad,High quality Brake Pad for Honda A4,OEM-462920,Valeo,Honda,A4,2007,2013,4.81,42x44x8 cm,288.56,203.05
SKU-080006,Valeo Spark Plug,High quality Spark Plug for Mercedes Sportage,OEM-131393,Valeo,Mercedes,Sportage,2004,2009,3.64,21x45x8 cm,25.73,13.0
SKU-080007,NGK Timing Belt,High quality Timing Belt for Mercedes A4,OEM-169616,NGK,Mercedes,A4,2011,2018,14.47,11x40x7 cm,435.18,248.38
SKU-080008,Mahle Alternator,High quality Alternator for Hyundai Focus,OEM-358794,Mahle,Hyundai,Focus,2015,2017,13.92,22x48x10 cm,71.6,38.18
SKU-080009,Delphi Brake Pad,High quality Brake Pad for Hyundai Civic,OEM-174690,Delphi,Hyundai,Civic,2003,2005,10.44,20x30x20 cm,229.88,164.91
SKU-080010,Bosch Brake Pad,High quality Brake Pad for Audi X5,OEM-209770,Bosch,Audi,X5,2016,2019,11.77,33x47x19 cm,146.98,91.47
SKU-080011,Bosch Fuel Pump,High quality Fuel Pump for Honda Elantra,OEM-665971,Bosch,Honda,Elantra,2014,2015,14.21,31x38x22 cm,297.39,157.66
SKU-080012,SKF Shock Absorber,High quality Shock Absorber for Toyota Elantra,OEM-870850,SKF,Toyota,Elantra,2011,2017,1.18,22x43x8 cm,318.66,243.46
SKU-080013,Valeo Radiator,High quality Radiator for Toyota Civic,OEM-170338,Valeo,Toyota,Civic,2000,2002,4.25,29x45x8 cm,215.06,154.72
SKU-080014,Mahle Shock Absorber,High quality Shock Absorber for Honda Camry,OEM-885958,Mahle,Honda,Camry,2016,2023,13.77,35x13x7 cm,179.26,137.7
SKU-080015,NGK Oil Filter,High quality Oil Filter for Kia Corolla,OEM-446608,NGK,Kia,Corolla,2001,2006,6.01,30x16x22 cm,357.4,277.9
SKU-080016,SKF Shock Absorber,High quality Shock Absorber for Toyota Elantra,OEM-342632,SKF,Toyota,Elantra,2006,2009,6.27,48x31x19 cm,482.78,357.66
SKU-080017,Delphi Spark Plug,High quality Spark Plug for Audi C-Class,OEM-264845,Delphi,Audi,C-Class,2017,2021,9.97,21x15x5 cm,55.21,35.9
SKU-080018,Delphi Air Filter,High quality Air Filter for Toyota X5,OEM-233896,Delphi,Toyota,X5,2003,2006,2.51,42x28x24 cm,16.83,12.18
SKU-080019,Febi Brake Pad,High quality Brake Pad for Kia Elantra,OEM-497720,Febi,Kia,Elantra,2012,2016,5.52,26x15x17 cm,321.08,173.01
SKU-080020,Delphi Timing Belt,High quality Timing Belt for Hyundai Corolla,OEM-225898,Delphi,Hyundai,Corolla,2008,2015,10.36,30x45x5 cm,458.02,347.41
SKU-080021,NGK Clutch Kit,High quality Clutch Kit for Honda C-Class,OEM-144484,NGK,Honda,C-Class,2003,2006,4.19,10x34x16 cm,272.35,184.51
SKU-080022,SKF Radiator,High quality Radiator for Kia X5,OEM-501476,SKF,Kia,X5,2017,2019,13.49,28x41x13 cm,180.98,135.72
SKU-080023,Bosch Clutch Kit,High quality Clutch Kit for BMW Civic,OEM-649436,Bosch,BMW,Civic,2008,2011,5.28,31x26x7 cm,421.09,259.65
SKU-080024,Mahle Clutch Kit,High quality Clutch Kit for Toyota X5,OEM-701263,Mahle,Toyota,X5,2018,2019,3.05,50x26x24 cm,199.44,129.04
SKU-080025,Bosch Brake Pad,High quality Brake Pad for Toyota Corolla,OEM-504085,Bosch,Toyota,Corolla,2002,2004,8.44,32x46x25 cm,174.24,115.46
SKU-080026,Febi Alternator,High quality Alternator for Hyundai C-Class,OEM-425245,Febi,Hyundai,C-Class,2012,2013,2.5,25x20x27 cm,485.41,305.34
SKU-080027,NGK Brake Pad,High quality Brake Pad for BMW X5,OEM-647771,NGK,BMW,X5,2013,2017,11.12,19x49x28 cm,103.75,55.17
SKU-080028,Denso Spark Plug,High quality Spark Plug for BMW Corolla,OEM-158081,Denso,BMW,Corolla,2016,2020,7.29,29x21x8 cm,117.38,68.09
SKU-080029,Febi Fuel Pump,High quality Fuel Pump for Toyota Sportage,OEM-464650,Febi,Toyota,Sportage,2005,2006,3.29,43x10x30 cm,261.89,146.11
SKU-080030,SKF Fuel Pump,High quality Fuel Pump for BMW Focus,OEM-142948,SKF,BMW,Focus,2009,2015,13.02,31x31x21 cm,126.8,70.72
SKU-080031,Denso Fuel Pump,High quality Fuel Pump for Mercedes X5,OEM-239477,Denso,Mercedes,X5,2012,2018,5.46,45x25x5 cm,427.64,248.74
SKU-080032,Delphi Shock Absorber,High quality Shock Absorber for Kia A4,OEM-427738,Delphi,Kia,A4,2002,2004,12.01,15x47x21 cm,233.15,150.13
SKU-080033,Bosch Alternator,High quality Alternator for Kia Elantra,OEM-356065,Bosch,Kia,Elantra,2003,2008,6.97,41x44x8 cm,15.82,9.68
SKU-080034,Delphi Fuel Pump,High quality Fuel Pump for Ford Elantra,OEM-215865,Delphi,Ford,Elantra,2014,2019,13.99,46x45x10 cm,457.81,357.67
SKU-080035,NGK Fuel Pump,High quality Fuel Pump for Audi Civic,OEM-941541,NGK,Audi,Civic,2000,2003,12.27,26x30x26 cm,183.34,111.92
SKU-080036,Bosch Timing Belt,High quality Timing Belt for Honda A4,OEM-988682,Bosch,Honda,A4,2007,2011,8.11,14x39x27 cm,194.78,130.89
SKU-080037,Mahle Alternator,High quality Alternator for Hyundai Elantra,OEM-754146,Mahle,Hyundai,Elantra,2010,2014,11.47,11x30x6 cm,312.47,201.73
SKU-080038,Denso Radiator,High quality Radiator for Hyundai Elantra,OEM-535086,Denso,Hyundai,Elantra,2005,2009,8.18,21x35x9 cm,488.81,329.55
SKU-080039,NGK Radiator,High quality Radiator for Mercedes Corolla,OEM-247316,NGK,Mercedes,Corolla,2000,2004,1.15,38x17x26 cm,461.15,240.68
SKU-080040,Valeo Brake Pad,High quality Brake Pad for BMW Sportage,OEM-672505,Valeo,BMW,Sportage,2016,2018,5.7,49x47x25 cm,259.77,184.26
SKU-080041,Mahle Oil Filter,High quality Oil Filter for Kia Sportage,OEM-433944,Mahle,Kia,Sportage,2006,2009,9.58,38x22x15 cm,223.38,156.61
SKU-080042,Febi Timing Belt,High quality Timing Belt for Hyundai Civic,OEM-561086,Febi,Hyundai,Civic,2017,2019,4.63,48x32x5 cm,476.95,255.69
SKU-080043,Denso Alternator,High quality Alternator for Honda Sportage,OEM-112969,Denso,Honda,Sportage,2006,2009,3.88,44x39x12 cm,163.28,87.37
SKU-080044,SKF Alternator,High quality Alternator for BMW Corolla,OEM-737407,SKF,BMW,Corolla,2000,2007,5.23,42x14x15 cm,310.8,179.81
SKU-080045,Delphi Clutch Kit,High quality Clutch Kit for Honda C-Class,OEM-299148,Delphi,Honda,C-Class,2014,2020,7.81,14x38x29 cm,225.66,177.85
SKU-080046,Denso Oil Filter,High quality Oil Filter for Hyundai X5,OEM-680264,Denso,Hyundai,X5,2016,2019,4.04,28x50x29 cm,416.5,218.19
