SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-056000,NGK Radiator,High quality Radiator for Honda Civic,OEM-622710,NGK,Honda,Civic,2003,2007,4.52,11x44x22 cm,105.5,73.24
SKU-056001,Bosch Timing Belt,High quality Timing Belt for Mercedes C-Class,OEM-230568,Bosch,Mercedes,C-Class,2016,2021,8.88,49x17x7 cm,340.94,234.44
SKU-056002,Febi Timing Belt,High quality Timing Belt for Hyundai C-Class,OEM-257256,Febi,Hyundai,C-Class,2002,2007,13.36,45x21x25 cm,495.89,269.0
SKU-056003,NGK Oil Filter,High quality Oil Filter for Kia Civic,OEM-243330,NGK,Kia,Civic,2013,2020,3.24,21x34x15 cm,499.03,315.37
SKU-056004,Delphi Fuel Pump,High quality Fuel Pump for Kia Camry,OEM-191097,Delphi,Kia,Camry,2008,2015,14.23,32x40x24 cm,471.32,265.2
SKU-056005,Bosch Timing Belt,High quality Timing Belt for Mercedes Civic,OEM-582251,Bosch,Mercedes,Civic,2013,2020,9.58,15x33x11 cm,11.19,7.73
SKU-056006,Delphi Brake Pad,High quality Brake Pad for Toyota C-Class,OEM-131666,Delphi,Toyota,C-Class,2010,2011,4.01,15x46x29 cm,438.23,227.72
SKU-056007,SKF Fuel Pump,High quality Fuel Pump for Audi X5,OEM-409478,SKF,Audi,X5,2003,2007,7.47,46x44x6 cm,252.88,180.6
SKU-056008,SKF Oil Filter,High quality Oil Filter for Hyundai Elantra,OEM-607250,SKF,Hyundai,Elantra,2001,2007,6.57,37x38x5 cm,427.59,293.97
SKU-056009,Delphi Radiator,High quality Radiator for Toyota A4,OEM-487749,Delphi,Toyota,A4,2014,2019,4.38,15x18x11 cm,225.63,121.63
SKU-056010,Febi Alternator,High quality Alternator for Honda Sportage,OEM-857090,Febi,Honda,Sportage,2004,2008,4.22,50x13x30 cm,434.3,224.67
SKU-056011,Valeo Air Filter,High quality Air Filter for Toyota A4,OEM-104514,Valeo,Toyota,A4,2017,2022,11.36,14x16x19 cm,103.93,65.62
SKU-056012,Bosch Timing Belt,High quality Timing Belt for Toyota Camry,OEM-622725,Bosch,Toyota,Camry,2007,2010,5.01,14x28x10 cm,328.71,185.39
SKU-056013,Febi Clutch Kit,High quality Clutch Kit for Ford Focus,OEM-132558,Febi,Ford,Focus,2013,2019,10.37,10x49x12 cm,283.81,202.91
SKU-056014,NGK Air Filter,High quality Air Filter for Mercedes X5,OEM-595079,NGK,Mercedes,X5,2016,2019,1.78,16x37x6 cm,126.09,64.76
SKU-056015,Denso Shock Absorber,High quality Shock Absorber for Honda A4,OEM-988028,Denso,Honda,A4,2011,2018,3.08,32x16x29 cm,486.03,350.68
SKU-056016,Delphi Clutch Kit,High quality Clutch Kit for BMW Focus,OEM-778951,Delphi,BMW,Focus,2003,2007,2.4,28x22x8 cm,264.45,173.97
