SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-000000,Febi Radiator,High quality Radiator for Mercedes X5,OEM-689753,Febi,Mercedes,X5,2017,2019,6.13,48x43x6 cm,445.04,247.35
SKU-000001,SKF Brake Pad,High quality Brake Pad for Honda A4,OEM-757194,SKF,Honda,A4,2008,2009,13.81,37x41x30 cm,213.54,117.92
SKU-000002,Mahle Fuel Pump,High quality Fuel Pump for Ford Sportage,OEM-673321,Mahle,Ford,Sportage,2000,2004,8.06,19x24x27 cm,37.67,27.46
SKU-000003,Denso Spark Plug,High quality Spark Plug for BMW Civic,OEM-390886,Denso,BMW,Civic,2017,2024,5.48,25x28x23 cm,296.13,161.24
SKU-000004,Delphi Spark Plug,High quality Spark Plug for Hyundai A4,OEM-768766,Delphi,Hyundai,A4,2002,2003,3.91,17x13x8 cm,293.13,163.93
SKU-000005,Denso Radiator,High quality Radiator for Audi C-Class,OEM-384070,Denso,Audi,C-Class,2001,2006,4.79,33x11x18 cm,190.17,122.45
SKU-000006,Mahle Brake Pad,High quality Brake Pad for Honda Sportage,OEM-527473,Mahle,Honda,Sportage,2002,2004,13.8,37x15x27 cm,405.42,267.97
SKU-000007,SKF Radiator,High quality Radiator for Kia Elantra,OEM-464453,SKF,Kia,Elantra,2004,2005,13.52,21x50x12 cm,58.25,37.47
SKU-000008,Mahle Radiator,High quality Radiator for BMW Elantra,OEM-500463,Mahle,BMW,Elantra,2002,2006,8.97,41x43x6 cm,476.12,334.38
SKU-000009,Febi Alternator,High quality Alternator for Audi Civic,OEM-373841,Febi,Audi,Civic,2008,2013,12.91,21x45x13 cm,313.41,231.69
SKU-000010,Bosch Alternator,High quality Alternator for Toyota Sportage,OEM-767292,Bosch,Toyota,Sportage,2016,2021,1.63,48x42x22 cm,276.2,210.1
SKU-000011,Delphi Brake Pad,High quality Brake Pad for Audi Sportage,OEM-190208,Delphi,Audi,Sportage,2015,2018,4.86,31x48x16 cm,114.24,81.4
