SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-036000,Bosch Radiator,High quality Radiator for Toyota Focus,OEM-367864,Bosch,Toyota,Focus,2006,2007,6.85,10x13x24 cm,454.16,303.4
SKU-036001,Delphi Clutch Kit,High quality Clutch Kit for Toyota C-Class,OEM-625187,Delphi,Toyota,C-Class,2010,2012,5.78,38x44x10 cm,233.06,179.82
SKU-036002,Bosch Spark Plug,High quality Spark Plug for BMW Civic,OEM-880753,Bosch,BMW,Civic,2006,2010,11.08,24x16x26 cm,170.67,112.35
SKU-036003,Febi Brake Pad,High quality Brake Pad for Honda A4,OEM-253832,Febi,Honda,A4,2013,2017,7.16,43x47x20 cm,278.59,191.74
SKU-036004,Denso Brake Pad,High quality Brake Pad for BMW Focus,OEM-214092,Denso,BMW,Focus,2012,2015,1.6,38x47x15 cm,93.53,73.52
SKU-036005,Valeo Shock Absorber,High quality Shock Absorber for Audi X5,OEM-210865,Valeo,Audi,X5,2006,2007,7.16,25x16x14 cm,71.49,47.43
SKU-036006,SKF Shock Absorber,High quality Shock Absorber for Mercedes C-Class,OEM-884517,SKF,Mercedes,C-Class,2002,2006,4.7,37x23x9 cm,317.8,159.38
SKU-036007,Valeo Air Filter,High quality Air Filter for Ford Sportage,OEM-278961,Valeo,Ford,Sportage,2003,2005,11.23,27x13x27 cm,293.93,207.03
SKU-036008,Febi Spark Plug,High quality Spark Plug for Mercedes A4,OEM-892875,Febi,Mercedes,A4,2016,2018,2.02,18x23x16 cm,90.35,51.17
SKU-036009,Febi Timing Belt,High quality Timing Belt for BMW Civic,OEM-513588,Febi,BMW,Civic,2008,2009,14.18,28x34x11 cm,332.63,243.06
SKU-036010,Febi Fuel Pump,High quality Fuel Pump for Mercedes Sportage,OEM-626054,Febi,Mercedes,Sportage,2014,2020,2.69,17x30x9 cm,6.8,4.17
SKU-036011,Mahle Timing Belt,High quality Timing Belt for Ford Sportage,OEM-987913,Mahle,Ford,Sportage,2017,2020,0.32,40x15x28 cm,169.15,118.37
SKU-036012,NGK Spark Plug,High quality Spark Plug for Ford Sportage,OEM-678320,NGK,Ford,Sportage,2018,2025,3.44,32x32x26 cm,34.99,21.06
SKU-036013,NGK Brake Pad,High quality Brake Pad for Mercedes Civic,OEM-670887,NGK,Mercedes,Civic,2009,2013,12.45,44x26x25 cm,338.88,209.68
SKU-036014,Mahle Clutch Kit,High quality Clutch Kit for Honda X5,OEM-418706,Mahle,Honda,X5,2015,2016,9.13,47x36x24 cm,491.77,355.24
SKU-036015,Denso Fuel Pump,High quality Fuel Pump for Hyundai Corolla,OEM-698063,Denso,Hyundai,Corolla,2014,2018,11.91,17x42x25 cm,65.53,50.64
SKU-036016,Delphi Spark Plug,High quality Spark Plug for Audi Sportage,OEM-433167,Delphi,Audi,Sportage,2010,2016,1.02,49x31x11 cm,36.27,25.87
SKU-036017,NGK Shock Absorber,High quality Shock Absorber for Audi Sportage,OEM-412276,NGK,Audi,Sportage,2014,2019,7.59,20x44x27 cm,485.28,386.72
SKU-036018,NGK Air Filter,High quality Air Filter for Ford Camry,OEM-383859,NGK,Ford,Camry,2017,2024,4.14,18x40x28 cm,459.01,230.75
SKU-036019,NGK Alternator,High quality Alternator for Hyundai Corolla,OEM-806292,NGK,Hyundai,Corolla,2009,2011,8.48,47x34x11 cm,129.68,98.44
SKU-036020,Febi Fuel Pump,High quality Fuel Pump for BMW Elantra,OEM-896510,Febi,BMW,Elantra,2009,2014,14.73,15x26x5 cm,293.63,230.97
SKU-036021,NGK Clutch Kit,High quality Clutch Kit for Ford Camry,OEM-276746,NGK,Ford,Camry,2017,2022,4.36,35x23x27 cm,363.44,254.47
SKU-036022,Denso Shock Absorber,High quality Shock Absorber for Mercedes C-Class,OEM-539176,Denso,Mercedes,C-Class,2013,2014,5.82,31x27x11 cm,165.56,108.44
SKU-036023,Valeo Oil Filter,High quality Oil Filter for Hyundai Sportage,OEM-234290,Valeo,Hyundai,Sportage,2018,2021,10.98,38x21x12 cm,183.69,138.4
SKU-036024,Denso Brake Pad,High quality Brake Pad for Honda Elantra,OEM-908003,Denso,Honda,Elantra,2002,2003,5.1,49x19x10 cm,54.03,36.42
SKU-036025,Febi Clutch Kit,High quality Clutch Kit for Kia Camry,OEM-534101,Febi,Kia,Camry,2012,2013,13.14,45x49x21 cm,398.01,241.58
SKU-036026,SKF Spark Plug,High quality Spark Plug for BMW Sportage,OEM-519305,SKF,BMW,Sportage,2012,2016,6.34,20x20x17 cm,458.29,309.38
SKU-036027,Febi Radiator,High quality Radiator for Ford Focus,OEM-279048,Febi,Ford,Focus,2008,2014,2.87,42x19x16 cm,232.0,116.65
SKU-036028,Bosch Fuel Pump,High quality Fuel Pump for Honda X5,OEM-152845,Bosch,Honda,X5,2015,2020,2.17,36x41x26 cm,444.44,280.37
SKU-036029,Delphi Air Filter,High quality Air Filter for Toyota Focus,OEM-505566,Delphi,Toyota,Focus,2003,2010,5.17,26x25x12 cm,468.43,284.66
SKU-036030,NGK Radiator,High quality Radiator for Ford Corolla,OEM-152238,NGK,Ford,Corolla,2001,2008,9.78,17x11x18 cm,465.24,323.87
SKU-036031,NGK Air Filter,High quality Air Filter for Toyota Civic,OEM-659063,NGK,Toyota,Civic,2005,2009,14.48,48x43x17 cm,366.35,201.68
SKU-036032,SKF Fuel Pump,High quality Fuel Pump for Audi Corolla,OEM-334542,SKF,Audi,Corolla,2014,2020,11.16,46x20x27 cm,154.65,103.0
SKU-036033,Valeo Brake Pad,High quality Brake Pad for BMW Camry,OEM-930103,Valeo,BMW,Camry,2003,2004,0.49,26x15x12 cm,120.84,85.24
SKU-036034,Febi Shock Absorber,High quality Shock Absorber for Audi C-Class,OEM-570819,Febi,Audi,C-Class,2008,2015,7.41,14x39x5 cm,139.56,79.33
SKU-036035,Mahle Spark Plug,High quality Spark Plug for Hyundai Focus,OEM-119779,Mahle,Hyundai,Focus,2001,2008,3.09,17x32x24 cm,332.18,168.99
SKU-036036,Delphi Air Filter,High quality Air Filter for Toyota Corolla,OEM-564064,Delphi,Toyota,Corolla,2005,2010,4.31,15x23x29 cm,475.51,302.13
SKU-036037,Valeo Shock Absorber,High quality Shock Absorber for Mercedes Focus,OEM-927702,Valeo,Mercedes,Focus,2014,2021,11.76,28x34x12 cm,405.04,231.67
SKU-036038,Valeo Brake Pad,High quality Brake Pad for Kia C-Class,OEM-155154,Valeo,Kia,C-Class,2003,2006,4.27,10x23x14 cm,256.91,165.85
SKU-036039,Mahle Air Filter,High quality Air Filter for Hyundai Focus,OEM-377403,Mahle,Hyundai,Focus,2000,2002,14.55,33x39x20 cm,334.97,260.17
SKU-036040,Denso Shock Absorber,High quality Shock Absorber for Ford C-Class,OEM-864833,Denso,Ford,C-Class,2009,2011,8.5,11x10x28 cm,438.8,262.07
SKU-036041,NGK Clutch Kit,High quality Clutch Kit for Ford Civic,OEM-111800,NGK,Ford,Civic,2000,2004,6.57,19x28x22 cm,226.1,176.89
