SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-008000,Febi Alternator,High quality Alternator for Kia Corolla,OEM-744173,Febi,Kia,Corolla,2004,2008,14.87,13x46x12 cm,264.35,173.57
SKU-008001,Bosch Clutch Kit,High quality Clutch Kit for Audi C-Class,OEM-124475,Bosch,Audi,C-Class,2017,2020,5.08,48x43x8 cm,461.4,259.07
SKU-008002,Bosch Timing Belt,High quality Timing Belt for Ford A4,OEM-600391,Bosch,Ford,A4,2011,2018,2.93,38x24x24 cm,339.13,227.54
SKU-008003,Bosch Shock Absorber,High quality Shock Absorber for Mercedes Sportage,OEM-983301,Bosch,Mercedes,Sportage,2009,2013,1.77,29x18x7 cm,298.14,215.31
SKU-008004,Mahle Clutch Kit,High quality Clutch Kit for Kia Camry,OEM-164865,Mahle,Kia,Camry,2006,2011,1.32,49x36x23 cm,371.96,188.23
SKU-008005,Delphi Clutch Kit,High quality Clutch Kit for Honda Elantra,OEM-376838,Delphi,Honda,Elantra,2003,2005,10.46,47x46x25 cm,95.6,76.3
SKU-008006,SKF Clutch Kit,High quality Clutch Kit for BMW C-Class,OEM-213307,SKF,BMW,C-Class,2008,2010,7.86,28x23x10 cm,467.48,359.63
SKU-008007,SKF Oil Filter,High quality Oil Filter for Mercedes X5,OEM-686956,SKF,Mercedes,X5,2005,2011,8.91,18x23x17 cm,169.37,106.59
SKU-008008,SKF Alternator,High quality Alternator for BMW Sportage,OEM-610097,SKF,BMW,Sportage,2018,2019,11.46,35x12x9 cm,496.27,296.75
SKU-008009,Denso Brake Pad,High quality Brake Pad for Kia Sportage,OEM-518099,Denso,Kia,Sportage,2006,2012,1.97,35x44x25 cm,435.66,313.92
SKU-008010,Denso Oil Filter,High quality Oil Filter for Audi Corolla,OEM-793146,Denso,Audi,Corolla,2006,2010,1.24,20x24x24 cm,113.79,83.8
SKU-008011,Bosch Spark Plug,High quality Spark Plug for BMW X5,OEM-668776,Bosch,BMW,X5,2009,2010,3.2,17x39x30 cm,491.92,379.84
SKU-008012,NGK Brake Pad,High quality Brake Pad for BMW C-Class,OEM-830584,NGK,BMW,C-Class,2018,2021,8.55,12x21x26 cm,387.77,281.26
SKU-008013,Delphi Timing Belt,High quality Timing Belt for Kia X5,OEM-726058,Delphi,Kia,X5,2007,2014,9.52,47x28x18 cm,218.35,133.32
SKU-008014,Denso Air Filter,High quality Air Filter for Honda X5,OEM-968594,Denso,Honda,X5,2000,2004,13.07,32x33x6 cm,364.24,242.42
SKU-008015,Valeo Radiator,High quality Radiator for Kia Civic,OEM-479028,Valeo,Kia,Civic,2007,2013,2.39,39x43x17 cm,164.29,115.72
SKU-008016,Mahle Alternator,High quality Alternator for Toyota A4,OEM-983910,Mahle,Toyota,A4,2011,2014,2.01,44x38x12 cm,268.76,166.05
SKU-008017,Mahle Clutch Kit,High quality Clutch Kit for BMW Sportage,OEM-257591,Mahle,BMW,Sportage,2000,2006,5.71,24x32x18 cm,321.46,253.57
SKU-008018,NGK Spark Plug,High quality Spark Plug for Mercedes Sportage,OEM-762468,NGK,Mercedes,Sportage,2013,2019,11.84,20x28x27 cm,191.81,109.47
SKU-008019,Bosch Alternator,High quality Alternator for Honda Sportage,OEM-890624,Bosch,Honda,Sportage,2009,2015,8.02,20x13x14 cm,406.68,305.9
SKU-008020,Delphi Fuel Pump,High quality Fuel Pump for Hyundai A4,OEM-928562,Delphi,Hyundai,A4,2012,2016,10.32,13x17x7 cm,376.56,210.71
SKU-008021,Delphi Alternator,High quality Alternator for Hyundai C-Class,OEM-601010,Delphi,Hyundai,C-Class,2003,2008,4.84,47x28x25 cm,342.81,193.09
SKU-008022,NGK Clutch Kit,High quality Clutch Kit for BMW Focus,OEM-642141,NGK,BMW,Focus,2007,2011,8.9,34x17x9 cm,6.87,5.21
SKU-008023,Mahle Clutch Kit,High quality Clutch Kit for Audi Civic,OEM-897421,Mahle,Audi,Civic,2005,2010,0.27,49x14x7 cm,38.1,21.8
SKU-008024,Denso Fuel Pump,High quality Fuel Pump for Honda C-Class,OEM-590994,Denso,Honda,C-Class,2001,2008,12.81,49x12x22 cm,178.3,135.48
SKU-008025,NGK Fuel Pump,High quality Fuel Pump for Hyundai C-Class,OEM-796893,NGK,Hyundai,C-Class,2014,2018,4.32,26x27x14 cm,325.89,239.01
SKU-008026,Denso Shock Absorber,High quality Shock Absorber for Honda Corolla,OEM-891309,Denso,Honda,Corolla,2014,2019,9.91,25x28x9 cm,45.72,26.08
SKU-008027,Bosch Spark Plug,High quality Spark Plug for BMW Focus,OEM-462425,Bosch,BMW,Focus,2008,2011,3.2,13x23x27 cm,261.98,166.4
SKU-008028,Bosch Fuel Pump,High quality Fuel Pump for Ford Sportage,OEM-330667,Bosch,Ford,Sportage,2008,2009,9.93,34x14x27 cm,399.0,285.02
SKU-008029,NGK Radiator,High quality Radiator for Toyota X5,OEM-500913,NGK,Toyota,X5,2012,2017,0.3,27x17x28 cm,388.66,240.35
SKU-008030,NGK Brake Pad,High quality Brake Pad for Hyundai Corolla,OEM-457511,NGK,Hyundai,Corolla,2004,2008,3.3,15x48x15 cm,100.74,68.01
SKU-008031,Bosch Clutch Kit,High quality Clutch Kit for Audi C-Class,OEM-932757,Bosch,Audi,C-Class,2009,2013,12.52,18x23x7 cm,289.79,145.55
SKU-008032,NGK Shock Absorber,High quality Shock Absorber for Toyota Corolla,OEM-947965,NGK,Toyota,Corolla,2000,2002,13.37,24x23x15 cm,393.49,211.37
SKU-008033,Valeo Spark Plug,High quality Spark Plug for Hyundai A4,OEM-203956,Valeo,Hyundai,A4,2000,2002,3.43,40x12x24 cm,119.18,62.55
SKU-008034,Valeo Shock Absorber,High quality Shock Absorber for Hyundai Camry,OEM-896423,Valeo,Hyundai,Camry,2006,2012,1.55,16x26x9 cm,438.28,269.38
SKU-008035,Febi Air Filter,High quality Air Filter for BMW Camry,OEM-938323,Febi,BMW,Camry,2017,2024,4.29,48x42x15 cm,415.41,238.02
