SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-014000,Valeo Air Filter,High quality Air Filter for Ford C-Class,OEM-526495,Valeo,Ford,C-Class,2017,2018,10.66,17x21x22 cm,176.78,102.87
SKU-014001,Bosch Radiator,High quality Radiator for Honda Focus,OEM-806581,Bosch,Honda,Focus,2003,2009,10.97,20x33x19 cm,473.87,375.37
SKU-014002,Bosch Radiator,High quality Radiator for Audi Focus,OEM-963434,Bosch,Audi,Focus,2014,2021,3.01,42x26x27 cm,383.32,283.87
SKU-014003,Mahle Air Filter,High quality Air Filter for Hyundai Camry,OEM-836674,Mahle,Hyundai,Camry,2012,2015,3.76,30x13x16 cm,347.3,183.25
SKU-014004,Delphi Oil Filter,High quality Oil Filter for Kia Elantra,OEM-357667,Delphi,Kia,Elantra,2006,2009,3.02,22x29x5 cm,145.19,90.11
SKU-014005,SKF Oil Filter,High quality Oil Filter for Kia C-Class,OEM-509573,SKF,Kia,C-Class,2012,2016,3.55,47x17x14 cm,253.49,189.75
SKU-014006,SKF Alternator,High quality Alternator for BMW Focus,OEM-282361,SKF,BMW,Focus,2004,2010,12.45,23x17x24 cm,456.72,324.56
SKU-014007,Valeo Clutch Kit,High quality Clutch Kit for BMW Civic,OEM-390428,Valeo,BMW,Civic,2000,2007,12.45,50x22x27 cm,57.06,34.45
SKU-014008,Mahle Air Filter,High quality Air Filter for Kia Camry,OEM-507520,Mahle,Kia,Camry,2016,2021,0.8,16x32x30 cm,131.23,95.57
SKU-014009,Mahle Brake Pad,High quality Brake Pad for BMW Camry,OEM-671071,Mahle,BMW,Camry,2010,2013,6.14,29x25x6 cm,144.88,84.76
SKU-014010,SKF Radiator,High quality Radiator for BMW Elantra,OEM-207720,SKF,BMW,Elantra,2008,2009,9.77,34x50x7 cm,298.78,206.89
SKU-014011,Valeo Timing Belt,High quality Timing Belt for BMW Focus,OEM-549693,Valeo,BMW,Focus,2003,2010,14.98,13x18x7 cm,105.34,82.93
SKU-014012,Denso Clutch Kit,High quality Clutch Kit for Mercedes Civic,OEM-481991,Denso,Mercedes,Civic,2010,2017,4.79,47x25x10 cm,488.14,376.19
SKU-014013,Valeo Clutch Kit,High quality Clutch Kit for Audi Civic,OEM-848550,Valeo,Audi,Civic,2017,2024,8.22,33x10x23 cm,225.32,127.69
SKU-014014,Denso Brake Pad,High quality Brake Pad for Toyota Civic,OEM-139427,Denso,Toyota,Civic,2012,2018,8.64,18x16x7 cm,261.84,172.6
SKU-014015,SKF Clutch Kit,High quality Clutch Kit for Ford Sportage,OEM-450908,SKF,Ford,Sportage,2017,2020,5.53,45x18x17 cm,319.6,160.83
SKU-014016,Delphi Clutch Kit,High quality Clutch Kit for BMW Civic,OEM-708588,Delphi,BMW,Civic,2001,2004,7.81,50x47x18 cm,179.75,132.35
SKU-014017,NGK Fuel Pump,High quality Fuel Pump for Toyota C-Class,OEM-489518,NGK,Toyota,C-Class,2007,2008,7.99,30x43x10 cm,282.97,221.09
SKU-014018,Mahle Spark Plug,High quality Spark Plug for Ford A4,OEM-548071,Mahle,Ford,A4,2007,2011,8.61,34x44x21 cm,285.8,151.88
