SKU,Name,Description,OEM Number,Brand,Compatible Make,Compatible Model,Year From,Year To,Weight,Dimensions,Unit Price,Cost Price
SKU-066000,Delphi Radiator,High quality Radiator for Audi Focus,OEM-410943,Delphi,Audi,Focus,2005,2008,9.77,42x47x26 cm,227.73,180.3
SKU-066001,Febi Alternator,High quality Alternator for Hyundai Focus,OEM-842746,Febi,Hyundai,Focus,2017,2024,9.53,21x33x28 cm,475.36,334.39
SKU-066002,Valeo Air Filter,High quality Air Filter for Kia Sportage,OEM-660104,Valeo,Kia,Sportage,2009,2015,14.85,47x12x9 cm,174.49,124.08
SKU-066003,SKF Spark Plug,High quality Spark Plug for Toyota A4,OEM-685888,SKF,Toyota,A4,2005,2007,10.15,35x42x22 cm,57.62,36.99
SKU-066004,Valeo Fuel Pump,High quality Fuel Pump for Honda Civic,OEM-819509,Valeo,Honda,Civic,2015,2019,10.07,30x25x9 cm,393.55,271.01
SKU-066005,Valeo Clutch Kit,High quality Clutch Kit for BMW Camry,OEM-749863,Valeo,BMW,Camry,2017,2018,12.41,46x27x25 cm,19.76,12.78
SKU-066006,Mahle Air Filter,High quality Air Filter for Kia Corolla,OEM-932325,Mahle,Kia,Corolla,2007,2014,2.21,11x48x12 cm,93.9,56.16
SKU-066007,SKF Alternator,High quality Alternator for BMW X5,OEM-170996,SKF,BMW,X5,2003,2009,7.26,35x37x20 cm,474.66,268.72
SKU-066008,Mahle Oil Filter,High quality Oil Filter for Mercedes Focus,OEM-363223,Mahle,Mercedes,Focus,2010,2012,12.35,46x39x22 cm,417.49,226.26
SKU-066009,Bosch Brake Pad,High quality Brake Pad for Toyota X5,OEM-945044,Bosch,Toyota,X5,2010,2017,0.9,26x27x18 cm,271.36,158.58
SKU-066010,SKF Oil Filter,High quality Oil Filter for Ford A4,OEM-228319,SKF,Ford,A4,2009,2013,1.7,46x39x23 cm,376.27,266.74
SKU-066011,Delphi Fuel Pump,High quality Fuel Pump for Audi Focus,OEM-579119,Delphi,Audi,Focus,2013,2018,6.07,31x48x30 cm,178.09,131.86
SKU-066012,Valeo Brake Pad,High quality Brake Pad for Ford Civic,OEM-751123,Valeo,Ford,Civic,2014,2016,10.24,46x40x9 cm,104.62,71.98
SKU-066013,Mahle Fuel Pump,High quality Fuel Pump for BMW Elantra,OEM-319319,Mahle,BMW,Elantra,2016,2019,0.92,36x25x16 cm,177.82,117.17
SKU-066014,Delphi Air Filter,High quality Air Filter for Toyota Focus,OEM-182877,Delphi,Toyota,Focus,2002,2006,7.22,19x41x16 cm,187.18,134.48
SKU-066015,Valeo Timing Belt,High quality Timing Belt for Ford X5,OEM-285056,Valeo,Ford,X5,2004,2010,5.9,39x49x29 cm,273.29,205.68
SKU-066016,SKF Alternator,High quality Alternator for Hyundai Corolla,OEM-919642,SKF,Hyundai,Corolla,2018,2022,4.36,40x31x23 cm,202.24,135.08
SKU-066017,Febi Timing Belt,High quality Timing Belt for Mercedes Camry,OEM-161509,Febi,Mercedes,Camry,2017,2022,7.71,48x11x18 cm,384.59,254.68
SKU-066018,NGK Timing Belt,High quality Timing Belt for BMW Sportage,OEM-992039,NGK,BMW,Sportage,2013,2016,13.98,30x19x8 cm,350.41,243.32
SKU-066019,Valeo Oil Filter,High quality Oil Filter for Honda Elantra,OEM-401984,Valeo,Honda,Elantra,2007,2014,0.27,42x24x18 cm,401.37,229.36
SKU-066020,Delphi Oil Filter,High quality Oil Filter for BMW X5,OEM-138213,Delphi,BMW,X5,2004,2005,13.22,21x15x23 cm,235.92,178.03
